,pred,true
2040,CD14+ monocyte,CD14+ monocyte
2041,B cell,B cell
2042,CD14+ monocyte,CD14+ monocyte
2043,Megakaryocyte,Megakaryocyte
2044,Dendritic cell,Dendritic cell
2045,CD16+ monocyte,Cytotoxic T cell
2046,CD14+ monocyte,CD14+ monocyte
2047,B cell,B cell
2048,B cell,B cell
2049,Cytotoxic T cell,CD4+ T cell
2050,CD14+ monocyte,CD14+ monocyte
2051,CD14+ monocyte,CD14+ monocyte
2052,CD14+ monocyte,CD14+ monocyte
2053,CD4+ T cell,CD4+ T cell
2054,CD14+ monocyte,CD14+ monocyte
2055,CD14+ monocyte,CD14+ monocyte
2056,CD14+ monocyte,CD14+ monocyte
2057,Cytotoxic T cell,Cytotoxic T cell
2058,B cell,B cell
2059,Cytotoxic T cell,Cytotoxic T cell
2060,B cell,B cell
2061,CD16+ monocyte,CD16+ monocyte
2062,Cytotoxic T cell,Cytotoxic T cell
2063,CD14+ monocyte,CD14+ monocyte
2064,B cell,B cell
2065,Cytotoxic T cell,Cytotoxic T cell
2066,CD14+ monocyte,CD14+ monocyte
2067,B cell,B cell
2068,Natural killer cell,Cytotoxic T cell
2069,CD14+ monocyte,CD14+ monocyte
2070,Cytotoxic T cell,Cytotoxic T cell
2071,CD14+ monocyte,CD14+ monocyte
2072,CD4+ T cell,CD4+ T cell
2073,CD14+ monocyte,CD16+ monocyte
2074,Cytotoxic T cell,Cytotoxic T cell
2075,CD14+ monocyte,CD14+ monocyte
2076,CD4+ T cell,CD4+ T cell
2077,CD14+ monocyte,CD14+ monocyte
2078,Cytotoxic T cell,Cytotoxic T cell
2079,CD4+ T cell,Cytotoxic T cell
2080,CD14+ monocyte,CD14+ monocyte
2081,CD4+ T cell,Cytotoxic T cell
2082,CD4+ T cell,CD4+ T cell
2083,CD4+ T cell,Cytotoxic T cell
2084,Cytotoxic T cell,Cytotoxic T cell
2085,CD16+ monocyte,CD14+ monocyte
2086,Natural killer cell,Cytotoxic T cell
2087,Cytotoxic T cell,Cytotoxic T cell
2088,Cytotoxic T cell,Cytotoxic T cell
2089,Cytotoxic T cell,Cytotoxic T cell
2090,CD14+ monocyte,CD14+ monocyte
2091,Cytotoxic T cell,Cytotoxic T cell
2092,B cell,B cell
2093,CD4+ T cell,CD4+ T cell
2094,Cytotoxic T cell,Cytotoxic T cell
2095,Megakaryocyte,Megakaryocyte
2096,CD4+ T cell,CD4+ T cell
2097,Megakaryocyte,Megakaryocyte
2098,Cytotoxic T cell,Cytotoxic T cell
2099,Cytotoxic T cell,Cytotoxic T cell
2100,Dendritic cell,Dendritic cell
2101,B cell,B cell
2102,CD4+ T cell,CD4+ T cell
2103,Cytotoxic T cell,Cytotoxic T cell
2104,Cytotoxic T cell,Cytotoxic T cell
2105,CD14+ monocyte,CD14+ monocyte
2106,CD14+ monocyte,CD14+ monocyte
2107,Dendritic cell,CD14+ monocyte
2108,CD16+ monocyte,CD14+ monocyte
2109,Cytotoxic T cell,Cytotoxic T cell
2110,CD14+ monocyte,CD14+ monocyte
2111,Megakaryocyte,Megakaryocyte
2112,B cell,CD14+ monocyte
2113,CD14+ monocyte,CD14+ monocyte
2114,CD14+ monocyte,CD14+ monocyte
2115,Cytotoxic T cell,Cytotoxic T cell
2116,B cell,B cell
2117,Cytotoxic T cell,CD4+ T cell
2118,CD14+ monocyte,CD14+ monocyte
2119,CD14+ monocyte,CD14+ monocyte
2120,Cytotoxic T cell,Cytotoxic T cell
2121,CD14+ monocyte,CD14+ monocyte
2122,Cytotoxic T cell,Cytotoxic T cell
2123,CD4+ T cell,CD4+ T cell
2124,B cell,B cell
2125,B cell,B cell
2126,Cytotoxic T cell,Cytotoxic T cell
2127,CD14+ monocyte,CD14+ monocyte
2128,CD14+ monocyte,CD14+ monocyte
2129,Cytotoxic T cell,Cytotoxic T cell
2130,Cytotoxic T cell,Cytotoxic T cell
2131,CD14+ monocyte,CD14+ monocyte
2132,Cytotoxic T cell,Cytotoxic T cell
2133,CD14+ monocyte,CD16+ monocyte
2134,CD14+ monocyte,Dendritic cell
2135,CD14+ monocyte,CD14+ monocyte
2136,Cytotoxic T cell,Cytotoxic T cell
2137,CD4+ T cell,CD4+ T cell
2138,CD14+ monocyte,CD14+ monocyte
2139,CD4+ T cell,CD4+ T cell
2140,B cell,B cell
2141,CD4+ T cell,CD4+ T cell
2142,B cell,B cell
2143,B cell,B cell
2144,CD14+ monocyte,Cytotoxic T cell
2145,Cytotoxic T cell,Cytotoxic T cell
2146,Natural killer cell,Natural killer cell
2147,CD14+ monocyte,CD14+ monocyte
2148,CD4+ T cell,CD4+ T cell
2149,CD14+ monocyte,B cell
2150,Cytotoxic T cell,Cytotoxic T cell
2151,Cytotoxic T cell,CD4+ T cell
2152,CD14+ monocyte,CD16+ monocyte
2153,Megakaryocyte,Cytotoxic T cell
2154,B cell,B cell
2155,B cell,B cell
2156,B cell,B cell
2157,Cytotoxic T cell,Cytotoxic T cell
2158,Cytotoxic T cell,Cytotoxic T cell
2159,CD14+ monocyte,CD14+ monocyte
2160,CD4+ T cell,CD4+ T cell
2161,CD14+ monocyte,CD14+ monocyte
2162,B cell,B cell
2163,CD14+ monocyte,CD14+ monocyte
2164,Cytotoxic T cell,CD4+ T cell
2165,Cytotoxic T cell,Cytotoxic T cell
2166,Cytotoxic T cell,Cytotoxic T cell
2167,CD4+ T cell,CD4+ T cell
2168,CD14+ monocyte,CD14+ monocyte
2169,CD4+ T cell,CD4+ T cell
2170,Cytotoxic T cell,CD4+ T cell
2171,CD14+ monocyte,CD14+ monocyte
2172,B cell,B cell
2173,CD14+ monocyte,CD14+ monocyte
2174,CD14+ monocyte,CD14+ monocyte
2175,CD14+ monocyte,CD14+ monocyte
2176,Cytotoxic T cell,CD4+ T cell
2177,CD14+ monocyte,CD14+ monocyte
2178,B cell,B cell
2179,Cytotoxic T cell,Cytotoxic T cell
2180,Cytotoxic T cell,Cytotoxic T cell
2181,CD14+ monocyte,CD14+ monocyte
2182,Megakaryocyte,Megakaryocyte
2183,CD14+ monocyte,CD14+ monocyte
2184,B cell,B cell
2185,B cell,B cell
2186,CD14+ monocyte,CD14+ monocyte
2187,B cell,B cell
2188,CD14+ monocyte,CD14+ monocyte
2189,B cell,B cell
2190,CD14+ monocyte,CD14+ monocyte
2191,B cell,B cell
2192,CD4+ T cell,CD4+ T cell
2193,CD14+ monocyte,CD14+ monocyte
2194,CD14+ monocyte,CD14+ monocyte
2195,Cytotoxic T cell,Cytotoxic T cell
2196,Dendritic cell,CD16+ monocyte
2197,B cell,B cell
2198,B cell,B cell
2199,CD14+ monocyte,CD14+ monocyte
2200,CD4+ T cell,CD4+ T cell
2201,CD14+ monocyte,CD14+ monocyte
2202,CD14+ monocyte,CD14+ monocyte
2203,Cytotoxic T cell,Cytotoxic T cell
2204,Cytotoxic T cell,Cytotoxic T cell
2205,Cytotoxic T cell,Cytotoxic T cell
2206,Cytotoxic T cell,Cytotoxic T cell
2207,Cytotoxic T cell,Cytotoxic T cell
2208,Cytotoxic T cell,Cytotoxic T cell
2209,CD14+ monocyte,CD14+ monocyte
2210,Megakaryocyte,Megakaryocyte
2211,CD4+ T cell,CD4+ T cell
2212,CD14+ monocyte,CD14+ monocyte
2213,Cytotoxic T cell,Cytotoxic T cell
2214,Cytotoxic T cell,Cytotoxic T cell
2215,CD14+ monocyte,Dendritic cell
2216,B cell,B cell
2217,CD16+ monocyte,CD16+ monocyte
2218,CD14+ monocyte,CD14+ monocyte
2219,Megakaryocyte,Megakaryocyte
2220,B cell,B cell
2221,CD14+ monocyte,CD14+ monocyte
2222,CD14+ monocyte,CD14+ monocyte
2223,CD4+ T cell,CD4+ T cell
2224,CD16+ monocyte,CD14+ monocyte
2225,CD4+ T cell,CD4+ T cell
2226,Cytotoxic T cell,Cytotoxic T cell
2227,Cytotoxic T cell,Cytotoxic T cell
2228,CD14+ monocyte,CD14+ monocyte
2229,B cell,B cell
2230,B cell,B cell
2231,Cytotoxic T cell,Cytotoxic T cell
2232,CD14+ monocyte,CD14+ monocyte
2233,CD14+ monocyte,CD14+ monocyte
2234,CD4+ T cell,CD4+ T cell
2235,CD4+ T cell,CD4+ T cell
2236,CD14+ monocyte,CD14+ monocyte
2237,B cell,B cell
2238,CD14+ monocyte,CD14+ monocyte
2239,CD4+ T cell,B cell
2240,Cytotoxic T cell,Cytotoxic T cell
2241,CD14+ monocyte,CD14+ monocyte
2242,B cell,B cell
2243,Cytotoxic T cell,CD4+ T cell
2244,Cytotoxic T cell,Cytotoxic T cell
2245,CD14+ monocyte,CD14+ monocyte
2246,CD14+ monocyte,CD16+ monocyte
2247,B cell,Dendritic cell
2248,CD14+ monocyte,CD14+ monocyte
2249,CD4+ T cell,CD4+ T cell
2250,CD4+ T cell,CD4+ T cell
2251,Natural killer cell,Cytotoxic T cell
2252,CD14+ monocyte,CD14+ monocyte
2253,B cell,B cell
2254,CD14+ monocyte,CD14+ monocyte
2255,CD4+ T cell,CD4+ T cell
2256,CD14+ monocyte,CD14+ monocyte
2257,Cytotoxic T cell,CD4+ T cell
2258,Cytotoxic T cell,CD14+ monocyte
2259,CD14+ monocyte,CD14+ monocyte
2260,B cell,B cell
2261,CD14+ monocyte,CD14+ monocyte
2262,Cytotoxic T cell,CD4+ T cell
2263,CD14+ monocyte,CD14+ monocyte
2264,Cytotoxic T cell,Cytotoxic T cell
2265,Cytotoxic T cell,Cytotoxic T cell
2266,CD14+ monocyte,CD14+ monocyte
2267,CD16+ monocyte,CD16+ monocyte
2268,Cytotoxic T cell,Cytotoxic T cell
2269,CD14+ monocyte,CD14+ monocyte
2270,CD14+ monocyte,CD14+ monocyte
2271,Cytotoxic T cell,Cytotoxic T cell
2272,CD14+ monocyte,CD14+ monocyte
2273,CD4+ T cell,CD4+ T cell
2274,Cytotoxic T cell,CD4+ T cell
2275,Natural killer cell,Natural killer cell
2276,CD14+ monocyte,CD14+ monocyte
2277,Cytotoxic T cell,CD4+ T cell
2278,B cell,B cell
2279,B cell,B cell
2280,CD14+ monocyte,CD14+ monocyte
2281,B cell,B cell
2282,CD14+ monocyte,CD14+ monocyte
2283,CD14+ monocyte,CD14+ monocyte
2284,CD16+ monocyte,CD16+ monocyte
2285,Cytotoxic T cell,Cytotoxic T cell
2286,CD14+ monocyte,CD14+ monocyte
2287,CD14+ monocyte,CD14+ monocyte
2288,CD14+ monocyte,CD14+ monocyte
2289,Natural killer cell,Natural killer cell
2290,CD14+ monocyte,CD14+ monocyte
2291,CD4+ T cell,Cytotoxic T cell
2292,B cell,B cell
2293,CD14+ monocyte,CD14+ monocyte
2294,CD14+ monocyte,CD14+ monocyte
2295,B cell,B cell
2296,CD4+ T cell,Cytotoxic T cell
2297,Cytotoxic T cell,CD4+ T cell
2298,Cytotoxic T cell,Cytotoxic T cell
2299,CD14+ monocyte,CD14+ monocyte
2300,CD14+ monocyte,CD14+ monocyte
2301,Cytotoxic T cell,Cytotoxic T cell
2302,Cytotoxic T cell,Cytotoxic T cell
2303,CD14+ monocyte,CD14+ monocyte
2304,Cytotoxic T cell,Cytotoxic T cell
2305,CD14+ monocyte,CD14+ monocyte
2306,B cell,B cell
2307,Cytotoxic T cell,Cytotoxic T cell
2308,Cytotoxic T cell,Cytotoxic T cell
2309,CD14+ monocyte,CD14+ monocyte
2310,CD14+ monocyte,CD14+ monocyte
2311,B cell,B cell
2312,B cell,B cell
2313,CD14+ monocyte,CD14+ monocyte
2314,Cytotoxic T cell,Cytotoxic T cell
2315,Cytotoxic T cell,Cytotoxic T cell
2316,CD14+ monocyte,CD4+ T cell
2317,CD14+ monocyte,Cytotoxic T cell
2318,Cytotoxic T cell,Cytotoxic T cell
2319,Cytotoxic T cell,Cytotoxic T cell
2320,B cell,B cell
2321,Dendritic cell,CD16+ monocyte
2322,CD14+ monocyte,CD14+ monocyte
2323,Megakaryocyte,Megakaryocyte
2324,CD14+ monocyte,CD14+ monocyte
2325,CD14+ monocyte,CD14+ monocyte
2326,CD14+ monocyte,CD16+ monocyte
2327,CD16+ monocyte,CD16+ monocyte
2328,B cell,B cell
2329,CD14+ monocyte,CD14+ monocyte
2330,CD14+ monocyte,CD14+ monocyte
2331,Dendritic cell,Dendritic cell
2332,Cytotoxic T cell,Cytotoxic T cell
2333,CD4+ T cell,CD4+ T cell
2334,CD14+ monocyte,CD14+ monocyte
2335,CD14+ monocyte,B cell
2336,Cytotoxic T cell,CD4+ T cell
2337,B cell,B cell
2338,Cytotoxic T cell,Cytotoxic T cell
2339,CD16+ monocyte,CD16+ monocyte
2340,Cytotoxic T cell,Cytotoxic T cell
2341,B cell,B cell
2342,CD4+ T cell,CD4+ T cell
2343,Cytotoxic T cell,CD4+ T cell
2344,B cell,B cell
2345,B cell,B cell
2346,CD4+ T cell,CD4+ T cell
2347,Cytotoxic T cell,CD4+ T cell
2348,CD14+ monocyte,CD14+ monocyte
2349,Cytotoxic T cell,Cytotoxic T cell
2350,Cytotoxic T cell,Cytotoxic T cell
2351,B cell,B cell
2352,CD4+ T cell,CD4+ T cell
2353,CD14+ monocyte,CD14+ monocyte
2354,CD4+ T cell,CD4+ T cell
2355,Natural killer cell,Natural killer cell
2356,B cell,B cell
2357,Cytotoxic T cell,Cytotoxic T cell
2358,Megakaryocyte,Cytotoxic T cell
2359,CD14+ monocyte,Dendritic cell
2360,CD14+ monocyte,CD14+ monocyte
2361,CD4+ T cell,CD4+ T cell
2362,CD14+ monocyte,CD14+ monocyte
2363,Cytotoxic T cell,CD4+ T cell
2364,Cytotoxic T cell,Cytotoxic T cell
2365,B cell,B cell
2366,Natural killer cell,Natural killer cell
2367,B cell,B cell
2368,Cytotoxic T cell,Cytotoxic T cell
2369,Cytotoxic T cell,Cytotoxic T cell
2370,CD14+ monocyte,CD14+ monocyte
2371,Cytotoxic T cell,Cytotoxic T cell
2372,CD4+ T cell,CD4+ T cell
2373,CD4+ T cell,CD4+ T cell
2374,CD14+ monocyte,Cytotoxic T cell
2375,CD4+ T cell,CD4+ T cell
2376,CD14+ monocyte,CD16+ monocyte
2377,Cytotoxic T cell,Cytotoxic T cell
2378,CD14+ monocyte,CD14+ monocyte
2379,CD14+ monocyte,CD14+ monocyte
2380,B cell,B cell
2381,CD14+ monocyte,CD14+ monocyte
2382,Cytotoxic T cell,Cytotoxic T cell
2383,B cell,Cytotoxic T cell
2384,CD4+ T cell,CD4+ T cell
2385,CD14+ monocyte,CD14+ monocyte
2386,Cytotoxic T cell,CD4+ T cell
2387,Cytotoxic T cell,Cytotoxic T cell
2388,CD4+ T cell,CD4+ T cell
2389,Cytotoxic T cell,Cytotoxic T cell
2390,Natural killer cell,Cytotoxic T cell
2391,CD4+ T cell,CD14+ monocyte
2392,CD4+ T cell,CD4+ T cell
2393,B cell,B cell
2394,Cytotoxic T cell,Cytotoxic T cell
2395,CD14+ monocyte,CD14+ monocyte
2396,CD14+ monocyte,CD14+ monocyte
2397,Natural killer cell,Natural killer cell
2398,CD14+ monocyte,CD14+ monocyte
2399,Cytotoxic T cell,Cytotoxic T cell
2400,Cytotoxic T cell,Natural killer cell
2401,CD14+ monocyte,CD14+ monocyte
2402,CD4+ T cell,CD4+ T cell
2403,B cell,CD14+ monocyte
2404,CD14+ monocyte,CD14+ monocyte
2405,CD4+ T cell,CD4+ T cell
2406,CD14+ monocyte,CD14+ monocyte
2407,B cell,B cell
2408,Cytotoxic T cell,Cytotoxic T cell
2409,Cytotoxic T cell,Cytotoxic T cell
2410,Cytotoxic T cell,Cytotoxic T cell
2411,CD14+ monocyte,CD14+ monocyte
2412,Cytotoxic T cell,Cytotoxic T cell
2413,CD14+ monocyte,CD14+ monocyte
2414,Dendritic cell,Dendritic cell
2415,Cytotoxic T cell,Cytotoxic T cell
2416,CD14+ monocyte,CD14+ monocyte
2417,CD4+ T cell,CD4+ T cell
2418,Cytotoxic T cell,Cytotoxic T cell
2419,CD14+ monocyte,CD14+ monocyte
2420,CD4+ T cell,CD4+ T cell
2421,CD16+ monocyte,CD16+ monocyte
2422,CD14+ monocyte,Dendritic cell
2423,CD4+ T cell,CD4+ T cell
2424,CD14+ monocyte,CD14+ monocyte
2425,Cytotoxic T cell,CD4+ T cell
2426,CD14+ monocyte,CD14+ monocyte
2427,B cell,B cell
2428,B cell,B cell
2429,CD4+ T cell,CD4+ T cell
2430,Cytotoxic T cell,Cytotoxic T cell
2431,CD14+ monocyte,CD14+ monocyte
2432,CD4+ T cell,CD4+ T cell
2433,CD14+ monocyte,CD14+ monocyte
2434,CD14+ monocyte,CD14+ monocyte
2435,CD4+ T cell,CD4+ T cell
2436,Cytotoxic T cell,Cytotoxic T cell
2437,CD14+ monocyte,CD14+ monocyte
2438,CD4+ T cell,CD4+ T cell
2439,B cell,B cell
2440,Cytotoxic T cell,Cytotoxic T cell
2441,CD14+ monocyte,CD14+ monocyte
2442,CD4+ T cell,CD4+ T cell
2443,CD14+ monocyte,CD14+ monocyte
2444,CD14+ monocyte,CD14+ monocyte
2445,Cytotoxic T cell,Cytotoxic T cell
2446,Natural killer cell,Natural killer cell
2447,B cell,B cell
2448,Dendritic cell,Dendritic cell
2449,Cytotoxic T cell,Cytotoxic T cell
2450,CD14+ monocyte,CD14+ monocyte
2451,Cytotoxic T cell,Cytotoxic T cell
2452,CD14+ monocyte,CD14+ monocyte
2453,Cytotoxic T cell,Cytotoxic T cell
2454,B cell,B cell
2455,Cytotoxic T cell,Natural killer cell
2456,CD14+ monocyte,CD14+ monocyte
2457,CD4+ T cell,CD4+ T cell
2458,CD16+ monocyte,CD16+ monocyte
2459,B cell,B cell
2460,CD4+ T cell,CD4+ T cell
2461,Cytotoxic T cell,Cytotoxic T cell
2462,CD14+ monocyte,CD14+ monocyte
2463,Cytotoxic T cell,Cytotoxic T cell
2464,Megakaryocyte,Megakaryocyte
2465,CD14+ monocyte,CD14+ monocyte
2466,Cytotoxic T cell,CD4+ T cell
2467,Cytotoxic T cell,CD4+ T cell
2468,B cell,B cell
2469,CD14+ monocyte,CD14+ monocyte
2470,CD14+ monocyte,CD14+ monocyte
2471,CD4+ T cell,CD4+ T cell
2472,CD4+ T cell,CD4+ T cell
2473,CD14+ monocyte,CD14+ monocyte
2474,B cell,B cell
2475,B cell,B cell
2476,CD16+ monocyte,CD16+ monocyte
2477,B cell,B cell
2478,Cytotoxic T cell,Cytotoxic T cell
2479,Cytotoxic T cell,Cytotoxic T cell
2480,CD14+ monocyte,CD4+ T cell
2481,CD14+ monocyte,CD4+ T cell
2482,B cell,B cell
2483,B cell,CD16+ monocyte
2484,Cytotoxic T cell,Cytotoxic T cell
2485,B cell,B cell
2486,Cytotoxic T cell,Cytotoxic T cell
2487,CD14+ monocyte,CD14+ monocyte
2488,CD14+ monocyte,CD14+ monocyte
2489,CD4+ T cell,CD4+ T cell
2490,Cytotoxic T cell,Cytotoxic T cell
2491,CD14+ monocyte,CD14+ monocyte
2492,Cytotoxic T cell,Cytotoxic T cell
2493,B cell,B cell
2494,CD14+ monocyte,CD14+ monocyte
2495,Cytotoxic T cell,Natural killer cell
2496,Cytotoxic T cell,Cytotoxic T cell
2497,B cell,B cell
2498,CD4+ T cell,CD4+ T cell
2499,Cytotoxic T cell,CD4+ T cell
2500,B cell,B cell
2501,Cytotoxic T cell,Cytotoxic T cell
2502,CD14+ monocyte,CD14+ monocyte
2503,CD14+ monocyte,Cytotoxic T cell
2504,CD16+ monocyte,CD16+ monocyte
2505,CD14+ monocyte,CD14+ monocyte
2506,CD4+ T cell,CD4+ T cell
2507,Cytotoxic T cell,CD4+ T cell
2508,CD4+ T cell,CD4+ T cell
2509,CD14+ monocyte,CD14+ monocyte
2510,CD16+ monocyte,CD16+ monocyte
2511,Cytotoxic T cell,CD4+ T cell
2512,CD4+ T cell,CD4+ T cell
2513,Cytotoxic T cell,Cytotoxic T cell
2514,Cytotoxic T cell,Cytotoxic T cell
2515,CD14+ monocyte,CD14+ monocyte
2516,B cell,B cell
2517,CD14+ monocyte,CD14+ monocyte
2518,B cell,B cell
2519,B cell,CD4+ T cell
2520,B cell,B cell
2521,CD14+ monocyte,Plasmacytoid dendritic cell
2522,B cell,B cell
2523,CD14+ monocyte,CD14+ monocyte
2524,Cytotoxic T cell,Cytotoxic T cell
2525,CD14+ monocyte,CD14+ monocyte
2526,Cytotoxic T cell,Cytotoxic T cell
2527,Cytotoxic T cell,Cytotoxic T cell
2528,CD14+ monocyte,CD14+ monocyte
2529,Cytotoxic T cell,Cytotoxic T cell
2530,Cytotoxic T cell,Cytotoxic T cell
2531,B cell,CD4+ T cell
2532,Natural killer cell,Cytotoxic T cell
2533,B cell,B cell
2534,CD14+ monocyte,CD14+ monocyte
2535,CD14+ monocyte,CD14+ monocyte
2536,CD14+ monocyte,CD14+ monocyte
2537,CD14+ monocyte,CD14+ monocyte
2538,CD4+ T cell,CD4+ T cell
2539,CD14+ monocyte,CD14+ monocyte
2540,Cytotoxic T cell,CD4+ T cell
2541,CD14+ monocyte,CD14+ monocyte
2542,CD14+ monocyte,CD14+ monocyte
2543,CD4+ T cell,CD4+ T cell
2544,CD4+ T cell,CD4+ T cell
2545,CD14+ monocyte,CD14+ monocyte
2546,B cell,Cytotoxic T cell
2547,Cytotoxic T cell,CD4+ T cell
2548,B cell,B cell
2549,Cytotoxic T cell,Cytotoxic T cell
2550,Cytotoxic T cell,Cytotoxic T cell
2551,CD14+ monocyte,Dendritic cell
2552,Megakaryocyte,Megakaryocyte
2553,B cell,B cell
2554,CD14+ monocyte,CD14+ monocyte
2555,Dendritic cell,CD14+ monocyte
2556,Cytotoxic T cell,Cytotoxic T cell
2557,Cytotoxic T cell,Cytotoxic T cell
2558,Cytotoxic T cell,CD4+ T cell
2559,Cytotoxic T cell,Cytotoxic T cell
2560,Cytotoxic T cell,Cytotoxic T cell
2561,Cytotoxic T cell,CD4+ T cell
2562,CD4+ T cell,CD4+ T cell
2563,Cytotoxic T cell,Cytotoxic T cell
2564,CD14+ monocyte,CD14+ monocyte
2565,Cytotoxic T cell,Cytotoxic T cell
2566,Cytotoxic T cell,Cytotoxic T cell
2567,Cytotoxic T cell,Cytotoxic T cell
2568,Cytotoxic T cell,Cytotoxic T cell
2569,Cytotoxic T cell,Cytotoxic T cell
2570,CD14+ monocyte,CD14+ monocyte
2571,CD14+ monocyte,CD14+ monocyte
2572,CD4+ T cell,CD4+ T cell
2573,Cytotoxic T cell,Cytotoxic T cell
2574,Cytotoxic T cell,Cytotoxic T cell
2575,CD14+ monocyte,CD14+ monocyte
2576,Cytotoxic T cell,Natural killer cell
2577,Cytotoxic T cell,Cytotoxic T cell
2578,Natural killer cell,Natural killer cell
2579,B cell,B cell
2580,CD14+ monocyte,CD14+ monocyte
2581,CD14+ monocyte,CD14+ monocyte
2582,Cytotoxic T cell,Cytotoxic T cell
2583,CD14+ monocyte,CD14+ monocyte
2584,Cytotoxic T cell,Cytotoxic T cell
2585,Cytotoxic T cell,Cytotoxic T cell
2586,Cytotoxic T cell,Cytotoxic T cell
2587,Cytotoxic T cell,Cytotoxic T cell
2588,B cell,B cell
2589,Natural killer cell,Natural killer cell
2590,CD14+ monocyte,CD16+ monocyte
2591,CD14+ monocyte,CD14+ monocyte
2592,B cell,B cell
2593,CD14+ monocyte,CD14+ monocyte
2594,CD14+ monocyte,CD14+ monocyte
2595,B cell,B cell
2596,B cell,B cell
2597,Cytotoxic T cell,Cytotoxic T cell
2598,B cell,B cell
2599,B cell,B cell
2600,B cell,B cell
2601,CD14+ monocyte,CD14+ monocyte
2602,CD4+ T cell,Cytotoxic T cell
2603,B cell,B cell
2604,Cytotoxic T cell,Cytotoxic T cell
2605,Megakaryocyte,Megakaryocyte
2606,Natural killer cell,Natural killer cell
2607,B cell,B cell
2608,CD14+ monocyte,CD14+ monocyte
2609,CD14+ monocyte,CD14+ monocyte
2610,Cytotoxic T cell,Cytotoxic T cell
2611,Natural killer cell,Natural killer cell
2612,CD14+ monocyte,CD14+ monocyte
2613,CD14+ monocyte,Dendritic cell
2614,CD14+ monocyte,CD14+ monocyte
2615,CD14+ monocyte,CD14+ monocyte
2616,CD14+ monocyte,Dendritic cell
2617,CD4+ T cell,CD4+ T cell
2618,Cytotoxic T cell,Cytotoxic T cell
2619,CD16+ monocyte,CD16+ monocyte
2620,CD14+ monocyte,CD14+ monocyte
2621,B cell,B cell
2622,Cytotoxic T cell,CD4+ T cell
2623,CD14+ monocyte,CD16+ monocyte
2624,B cell,B cell
2625,Cytotoxic T cell,Cytotoxic T cell
2626,CD14+ monocyte,CD14+ monocyte
2627,CD14+ monocyte,CD14+ monocyte
2628,Cytotoxic T cell,Cytotoxic T cell
2629,CD14+ monocyte,Dendritic cell
2630,Cytotoxic T cell,CD4+ T cell
2631,CD14+ monocyte,CD14+ monocyte
2632,Natural killer cell,Natural killer cell
2633,Cytotoxic T cell,Cytotoxic T cell
2634,Cytotoxic T cell,Cytotoxic T cell
2635,Cytotoxic T cell,CD4+ T cell
2636,Cytotoxic T cell,Cytotoxic T cell
2637,Cytotoxic T cell,CD4+ T cell
2638,CD14+ monocyte,CD14+ monocyte
2639,B cell,B cell
2640,Cytotoxic T cell,Cytotoxic T cell
2641,CD4+ T cell,CD4+ T cell
2642,B cell,B cell
2643,CD4+ T cell,CD4+ T cell
2644,CD14+ monocyte,CD14+ monocyte
2645,Cytotoxic T cell,Cytotoxic T cell
2646,Cytotoxic T cell,Cytotoxic T cell
2647,CD4+ T cell,CD4+ T cell
2648,CD14+ monocyte,CD14+ monocyte
2649,Megakaryocyte,Megakaryocyte
2650,CD14+ monocyte,CD14+ monocyte
2651,Cytotoxic T cell,Cytotoxic T cell
2652,Natural killer cell,Cytotoxic T cell
2653,CD14+ monocyte,CD14+ monocyte
2654,CD14+ monocyte,CD14+ monocyte
2655,Cytotoxic T cell,Cytotoxic T cell
2656,CD4+ T cell,CD4+ T cell
2657,CD4+ T cell,CD4+ T cell
2658,B cell,B cell
2659,Cytotoxic T cell,Cytotoxic T cell
2660,Cytotoxic T cell,Cytotoxic T cell
2661,Megakaryocyte,Megakaryocyte
2662,CD14+ monocyte,CD14+ monocyte
2663,Cytotoxic T cell,Cytotoxic T cell
2664,Cytotoxic T cell,Cytotoxic T cell
2665,B cell,B cell
2666,CD4+ T cell,CD4+ T cell
2667,Natural killer cell,Natural killer cell
2668,B cell,B cell
2669,Cytotoxic T cell,Cytotoxic T cell
2670,Cytotoxic T cell,Cytotoxic T cell
2671,CD4+ T cell,CD4+ T cell
2672,CD14+ monocyte,CD14+ monocyte
2673,Cytotoxic T cell,Cytotoxic T cell
2674,B cell,B cell
2675,CD14+ monocyte,CD14+ monocyte
2676,Cytotoxic T cell,CD4+ T cell
2677,Cytotoxic T cell,Cytotoxic T cell
2678,CD14+ monocyte,CD14+ monocyte
2679,Cytotoxic T cell,Cytotoxic T cell
2680,Cytotoxic T cell,Cytotoxic T cell
2681,CD14+ monocyte,CD16+ monocyte
2682,CD14+ monocyte,CD14+ monocyte
2683,Cytotoxic T cell,Cytotoxic T cell
2684,B cell,B cell
2685,B cell,CD4+ T cell
2686,CD14+ monocyte,CD14+ monocyte
2687,CD16+ monocyte,CD16+ monocyte
2688,CD14+ monocyte,CD14+ monocyte
2689,CD14+ monocyte,CD14+ monocyte
2690,CD14+ monocyte,CD14+ monocyte
2691,CD14+ monocyte,CD14+ monocyte
2692,Cytotoxic T cell,Cytotoxic T cell
2693,B cell,B cell
2694,Cytotoxic T cell,Cytotoxic T cell
2695,Cytotoxic T cell,Cytotoxic T cell
2696,Dendritic cell,CD14+ monocyte
2697,B cell,B cell
2698,CD14+ monocyte,CD14+ monocyte
2699,B cell,B cell
2700,B cell,B cell
2701,CD14+ monocyte,CD14+ monocyte
