,pred,true
2118,B cell,CD4+ T cell
2119,CD4+ T cell,CD4+ T cell
2120,Cytotoxic T cell,Cytotoxic T cell
2121,Megakaryocyte,Megakaryocyte
2122,B cell,B cell
2123,CD4+ T cell,CD4+ T cell
2124,CD4+ T cell,CD4+ T cell
2125,CD4+ T cell,CD4+ T cell
2126,CD4+ T cell,CD4+ T cell
2127,CD4+ T cell,CD4+ T cell
2128,CD4+ T cell,CD4+ T cell
2129,Cytotoxic T cell,CD4+ T cell
2130,Cytotoxic T cell,CD14+ monocyte
2131,B cell,B cell
2132,CD4+ T cell,CD4+ T cell
2133,CD4+ T cell,CD4+ T cell
2134,CD4+ T cell,CD4+ T cell
2135,CD4+ T cell,CD4+ T cell
2136,B cell,B cell
2137,CD4+ T cell,CD4+ T cell
2138,Dendritic cell,CD14+ monocyte
2139,Cytotoxic T cell,Natural killer cell
2140,B cell,B cell
2141,Cytotoxic T cell,CD4+ T cell
2142,Cytotoxic T cell,Cytotoxic T cell
2143,CD4+ T cell,CD4+ T cell
2144,Cytotoxic T cell,Cytotoxic T cell
2145,Cytotoxic T cell,CD4+ T cell
2146,Cytotoxic T cell,Cytotoxic T cell
2147,B cell,B cell
2148,CD14+ monocyte,CD14+ monocyte
2149,Cytotoxic T cell,CD4+ T cell
2150,B cell,B cell
2151,B cell,B cell
2152,B cell,B cell
2153,CD4+ T cell,CD4+ T cell
2154,B cell,B cell
2155,CD16+ monocyte,CD16+ monocyte
2156,B cell,B cell
2157,CD4+ T cell,CD4+ T cell
2158,Cytotoxic T cell,Cytotoxic T cell
2159,Cytotoxic T cell,Cytotoxic T cell
2160,CD4+ T cell,CD4+ T cell
2161,Natural killer cell,Natural killer cell
2162,Cytotoxic T cell,CD4+ T cell
2163,CD4+ T cell,CD4+ T cell
2164,Cytotoxic T cell,Cytotoxic T cell
2165,B cell,B cell
2166,CD4+ T cell,CD4+ T cell
2167,CD14+ monocyte,CD14+ monocyte
2168,CD4+ T cell,CD4+ T cell
2169,CD4+ T cell,CD4+ T cell
2170,Cytotoxic T cell,Natural killer cell
2171,Cytotoxic T cell,Cytotoxic T cell
2172,CD4+ T cell,Cytotoxic T cell
2173,CD4+ T cell,CD4+ T cell
2174,B cell,B cell
2175,CD4+ T cell,CD4+ T cell
2176,Cytotoxic T cell,Cytotoxic T cell
2177,CD14+ monocyte,CD14+ monocyte
2178,B cell,B cell
2179,Cytotoxic T cell,Cytotoxic T cell
2180,Cytotoxic T cell,Natural killer cell
2181,Cytotoxic T cell,Natural killer cell
2182,B cell,B cell
2183,B cell,B cell
2184,Cytotoxic T cell,CD4+ T cell
2185,Natural killer cell,Natural killer cell
2186,Cytotoxic T cell,Cytotoxic T cell
2187,B cell,B cell
2188,Cytotoxic T cell,Cytotoxic T cell
2189,Cytotoxic T cell,Cytotoxic T cell
2190,Cytotoxic T cell,Cytotoxic T cell
2191,B cell,B cell
2192,Cytotoxic T cell,Cytotoxic T cell
2193,CD4+ T cell,CD4+ T cell
2194,B cell,B cell
2195,CD4+ T cell,CD4+ T cell
2196,CD14+ monocyte,CD14+ monocyte
2197,B cell,B cell
2198,Natural killer cell,Natural killer cell
2199,Cytotoxic T cell,Cytotoxic T cell
2200,CD14+ monocyte,CD14+ monocyte
2201,B cell,B cell
2202,CD4+ T cell,CD4+ T cell
2203,Cytotoxic T cell,CD4+ T cell
2204,Cytotoxic T cell,Cytotoxic T cell
2205,CD4+ T cell,CD4+ T cell
2206,CD14+ monocyte,CD14+ monocyte
2207,B cell,B cell
2208,CD14+ monocyte,Dendritic cell
2209,CD4+ T cell,CD4+ T cell
2210,Cytotoxic T cell,CD4+ T cell
2211,CD4+ T cell,CD4+ T cell
2212,B cell,B cell
2213,Cytotoxic T cell,Cytotoxic T cell
2214,Cytotoxic T cell,Natural killer cell
2215,Cytotoxic T cell,Cytotoxic T cell
2216,CD4+ T cell,Cytotoxic T cell
2217,Cytotoxic T cell,Cytotoxic T cell
2218,CD4+ T cell,CD4+ T cell
2219,CD4+ T cell,CD4+ T cell
2220,B cell,B cell
2221,Cytotoxic T cell,B cell
2222,Cytotoxic T cell,Cytotoxic T cell
2223,CD4+ T cell,CD4+ T cell
2224,Cytotoxic T cell,Cytotoxic T cell
2225,CD4+ T cell,CD4+ T cell
2226,Cytotoxic T cell,CD4+ T cell
2227,B cell,B cell
2228,CD14+ monocyte,Dendritic cell
2229,Cytotoxic T cell,Cytotoxic T cell
2230,Cytotoxic T cell,Natural killer cell
2231,CD4+ T cell,CD4+ T cell
2232,B cell,B cell
2233,CD4+ T cell,CD4+ T cell
2234,Cytotoxic T cell,Cytotoxic T cell
2235,Cytotoxic T cell,Cytotoxic T cell
2236,B cell,B cell
2237,Cytotoxic T cell,Cytotoxic T cell
2238,Natural killer cell,Natural killer cell
2239,CD4+ T cell,CD4+ T cell
2240,CD14+ monocyte,CD14+ monocyte
2241,B cell,Plasmacytoid dendritic cell
2242,CD4+ T cell,CD4+ T cell
2243,B cell,B cell
2244,B cell,B cell
2245,Cytotoxic T cell,Cytotoxic T cell
2246,Cytotoxic T cell,Cytotoxic T cell
2247,B cell,B cell
2248,CD4+ T cell,CD4+ T cell
2249,Dendritic cell,CD14+ monocyte
2250,CD4+ T cell,CD4+ T cell
2251,Cytotoxic T cell,Cytotoxic T cell
2252,Cytotoxic T cell,CD4+ T cell
2253,B cell,B cell
2254,B cell,B cell
2255,CD16+ monocyte,CD16+ monocyte
2256,Cytotoxic T cell,CD4+ T cell
2257,Cytotoxic T cell,CD4+ T cell
2258,CD14+ monocyte,Dendritic cell
2259,CD4+ T cell,CD4+ T cell
2260,B cell,B cell
2261,B cell,B cell
2262,CD4+ T cell,CD4+ T cell
2263,CD4+ T cell,CD4+ T cell
2264,CD4+ T cell,CD4+ T cell
2265,CD4+ T cell,CD4+ T cell
2266,B cell,B cell
2267,Cytotoxic T cell,Cytotoxic T cell
2268,CD4+ T cell,CD4+ T cell
2269,B cell,B cell
2270,CD4+ T cell,CD4+ T cell
2271,B cell,B cell
2272,B cell,B cell
2273,B cell,B cell
2274,CD4+ T cell,CD4+ T cell
2275,CD4+ T cell,CD4+ T cell
2276,Cytotoxic T cell,CD4+ T cell
2277,Natural killer cell,Natural killer cell
2278,Cytotoxic T cell,Cytotoxic T cell
2279,CD14+ monocyte,CD14+ monocyte
2280,B cell,B cell
2281,Cytotoxic T cell,Cytotoxic T cell
2282,Cytotoxic T cell,Natural killer cell
2283,CD4+ T cell,CD4+ T cell
2284,CD4+ T cell,CD4+ T cell
2285,Cytotoxic T cell,CD4+ T cell
2286,Cytotoxic T cell,Cytotoxic T cell
2287,CD4+ T cell,CD4+ T cell
2288,Cytotoxic T cell,Cytotoxic T cell
2289,CD14+ monocyte,CD16+ monocyte
2290,Cytotoxic T cell,Cytotoxic T cell
2291,CD16+ monocyte,CD16+ monocyte
2292,Cytotoxic T cell,Cytotoxic T cell
2293,B cell,Cytotoxic T cell
2294,CD4+ T cell,CD4+ T cell
2295,Cytotoxic T cell,Natural killer cell
2296,CD4+ T cell,CD4+ T cell
2297,Cytotoxic T cell,CD4+ T cell
2298,Cytotoxic T cell,Natural killer cell
2299,Cytotoxic T cell,Cytotoxic T cell
2300,B cell,B cell
2301,Cytotoxic T cell,Cytotoxic T cell
2302,CD4+ T cell,CD4+ T cell
2303,CD4+ T cell,CD4+ T cell
2304,Cytotoxic T cell,CD4+ T cell
2305,CD4+ T cell,CD4+ T cell
2306,CD4+ T cell,CD4+ T cell
2307,CD4+ T cell,CD4+ T cell
2308,Cytotoxic T cell,Cytotoxic T cell
2309,CD4+ T cell,CD4+ T cell
2310,Cytotoxic T cell,Cytotoxic T cell
2311,Cytotoxic T cell,Cytotoxic T cell
2312,Cytotoxic T cell,Cytotoxic T cell
2313,CD4+ T cell,CD4+ T cell
2314,Natural killer cell,Natural killer cell
2315,Cytotoxic T cell,Cytotoxic T cell
2316,CD4+ T cell,CD4+ T cell
2317,CD4+ T cell,CD4+ T cell
2318,Cytotoxic T cell,Natural killer cell
2319,B cell,B cell
2320,Cytotoxic T cell,Cytotoxic T cell
2321,B cell,B cell
2322,CD4+ T cell,CD4+ T cell
2323,CD4+ T cell,CD4+ T cell
2324,B cell,B cell
2325,Cytotoxic T cell,Natural killer cell
2326,Cytotoxic T cell,Cytotoxic T cell
2327,B cell,B cell
2328,B cell,B cell
2329,CD14+ monocyte,CD14+ monocyte
2330,Cytotoxic T cell,CD4+ T cell
2331,CD4+ T cell,CD4+ T cell
2332,B cell,B cell
2333,CD14+ monocyte,CD14+ monocyte
2334,Cytotoxic T cell,Cytotoxic T cell
2335,Cytotoxic T cell,Natural killer cell
2336,Cytotoxic T cell,CD4+ T cell
2337,Cytotoxic T cell,Cytotoxic T cell
2338,Cytotoxic T cell,Cytotoxic T cell
2339,B cell,B cell
2340,Cytotoxic T cell,Cytotoxic T cell
2341,CD4+ T cell,Cytotoxic T cell
2342,Cytotoxic T cell,Cytotoxic T cell
2343,CD4+ T cell,CD4+ T cell
2344,B cell,B cell
2345,Cytotoxic T cell,Cytotoxic T cell
2346,B cell,B cell
2347,CD4+ T cell,CD4+ T cell
2348,Cytotoxic T cell,Cytotoxic T cell
2349,Cytotoxic T cell,Cytotoxic T cell
2350,Cytotoxic T cell,Cytotoxic T cell
2351,Cytotoxic T cell,CD4+ T cell
2352,B cell,B cell
2353,Cytotoxic T cell,Cytotoxic T cell
2354,CD4+ T cell,CD4+ T cell
2355,Cytotoxic T cell,Cytotoxic T cell
2356,B cell,B cell
2357,CD4+ T cell,CD4+ T cell
2358,Cytotoxic T cell,Cytotoxic T cell
2359,CD4+ T cell,CD4+ T cell
2360,CD14+ monocyte,Dendritic cell
2361,CD4+ T cell,CD4+ T cell
2362,Cytotoxic T cell,Natural killer cell
2363,CD14+ monocyte,CD14+ monocyte
2364,Cytotoxic T cell,CD4+ T cell
2365,B cell,B cell
2366,Natural killer cell,Natural killer cell
2367,B cell,B cell
2368,Cytotoxic T cell,Cytotoxic T cell
2369,B cell,B cell
2370,CD4+ T cell,CD4+ T cell
2371,Cytotoxic T cell,Cytotoxic T cell
2372,CD4+ T cell,CD4+ T cell
2373,B cell,B cell
2374,Cytotoxic T cell,Cytotoxic T cell
2375,B cell,B cell
2376,Cytotoxic T cell,Natural killer cell
2377,CD4+ T cell,CD4+ T cell
2378,CD4+ T cell,CD4+ T cell
2379,B cell,B cell
2380,B cell,B cell
2381,Cytotoxic T cell,Cytotoxic T cell
2382,CD4+ T cell,CD4+ T cell
2383,CD4+ T cell,CD4+ T cell
2384,Cytotoxic T cell,Cytotoxic T cell
2385,CD14+ monocyte,CD14+ monocyte
2386,Cytotoxic T cell,Cytotoxic T cell
2387,Cytotoxic T cell,Cytotoxic T cell
2388,Cytotoxic T cell,Cytotoxic T cell
2389,Cytotoxic T cell,Cytotoxic T cell
2390,Cytotoxic T cell,Cytotoxic T cell
2391,Cytotoxic T cell,Cytotoxic T cell
2392,Cytotoxic T cell,Natural killer cell
2393,B cell,B cell
2394,Cytotoxic T cell,Cytotoxic T cell
2395,Cytotoxic T cell,Cytotoxic T cell
2396,CD14+ monocyte,CD14+ monocyte
2397,Cytotoxic T cell,Natural killer cell
2398,Cytotoxic T cell,Cytotoxic T cell
2399,B cell,B cell
2400,B cell,B cell
2401,Cytotoxic T cell,Cytotoxic T cell
2402,Cytotoxic T cell,CD4+ T cell
2403,Cytotoxic T cell,Cytotoxic T cell
2404,B cell,B cell
2405,CD4+ T cell,CD4+ T cell
2406,CD4+ T cell,CD4+ T cell
2407,Cytotoxic T cell,Natural killer cell
2408,Cytotoxic T cell,Cytotoxic T cell
2409,B cell,B cell
2410,CD4+ T cell,CD4+ T cell
2411,Cytotoxic T cell,Cytotoxic T cell
2412,CD4+ T cell,CD4+ T cell
2413,CD4+ T cell,CD4+ T cell
2414,Cytotoxic T cell,Cytotoxic T cell
2415,CD4+ T cell,CD4+ T cell
2416,CD4+ T cell,CD4+ T cell
2417,Cytotoxic T cell,Cytotoxic T cell
2418,CD4+ T cell,CD4+ T cell
2419,Cytotoxic T cell,Cytotoxic T cell
2420,B cell,B cell
2421,B cell,B cell
2422,CD4+ T cell,CD4+ T cell
2423,Cytotoxic T cell,Cytotoxic T cell
2424,CD4+ T cell,CD4+ T cell
2425,Cytotoxic T cell,Cytotoxic T cell
2426,Cytotoxic T cell,Cytotoxic T cell
2427,B cell,B cell
2428,CD4+ T cell,CD4+ T cell
2429,Cytotoxic T cell,Cytotoxic T cell
2430,Cytotoxic T cell,Cytotoxic T cell
2431,Cytotoxic T cell,Cytotoxic T cell
2432,Cytotoxic T cell,Cytotoxic T cell
2433,B cell,B cell
2434,Cytotoxic T cell,CD4+ T cell
2435,B cell,B cell
2436,Cytotoxic T cell,Cytotoxic T cell
2437,CD4+ T cell,CD4+ T cell
2438,B cell,B cell
2439,CD4+ T cell,CD4+ T cell
2440,CD4+ T cell,CD4+ T cell
2441,B cell,B cell
2442,CD4+ T cell,CD4+ T cell
2443,CD4+ T cell,CD4+ T cell
2444,Cytotoxic T cell,Cytotoxic T cell
2445,CD4+ T cell,CD4+ T cell
2446,Cytotoxic T cell,Cytotoxic T cell
2447,CD4+ T cell,CD4+ T cell
2448,Natural killer cell,Natural killer cell
2449,Cytotoxic T cell,Cytotoxic T cell
2450,CD4+ T cell,CD4+ T cell
2451,B cell,B cell
2452,Cytotoxic T cell,Cytotoxic T cell
2453,Cytotoxic T cell,Cytotoxic T cell
2454,Cytotoxic T cell,Cytotoxic T cell
2455,B cell,B cell
2456,Cytotoxic T cell,Cytotoxic T cell
2457,B cell,B cell
2458,Cytotoxic T cell,Cytotoxic T cell
2459,CD4+ T cell,CD4+ T cell
2460,Cytotoxic T cell,Cytotoxic T cell
2461,Cytotoxic T cell,Cytotoxic T cell
2462,Cytotoxic T cell,Cytotoxic T cell
2463,B cell,B cell
2464,B cell,B cell
2465,CD4+ T cell,CD4+ T cell
2466,Cytotoxic T cell,Cytotoxic T cell
2467,Cytotoxic T cell,Cytotoxic T cell
2468,CD4+ T cell,CD4+ T cell
2469,CD14+ monocyte,CD14+ monocyte
2470,CD4+ T cell,CD4+ T cell
2471,CD4+ T cell,CD4+ T cell
2472,B cell,B cell
2473,CD4+ T cell,CD4+ T cell
2474,Cytotoxic T cell,Cytotoxic T cell
2475,B cell,B cell
2476,CD4+ T cell,CD4+ T cell
2477,CD4+ T cell,CD4+ T cell
2478,CD4+ T cell,CD4+ T cell
2479,B cell,B cell
2480,Cytotoxic T cell,Cytotoxic T cell
2481,B cell,B cell
2482,Cytotoxic T cell,Natural killer cell
2483,B cell,B cell
2484,B cell,B cell
2485,Cytotoxic T cell,Cytotoxic T cell
2486,CD4+ T cell,CD4+ T cell
2487,B cell,B cell
2488,Cytotoxic T cell,Cytotoxic T cell
2489,Plasmacytoid dendritic cell,Plasmacytoid dendritic cell
2490,CD4+ T cell,CD4+ T cell
2491,CD16+ monocyte,CD16+ monocyte
2492,Cytotoxic T cell,Cytotoxic T cell
2493,CD4+ T cell,CD4+ T cell
2494,Cytotoxic T cell,B cell
2495,CD4+ T cell,CD4+ T cell
2496,Cytotoxic T cell,Cytotoxic T cell
2497,B cell,B cell
2498,CD4+ T cell,CD4+ T cell
2499,CD4+ T cell,CD4+ T cell
2500,CD4+ T cell,CD4+ T cell
2501,B cell,B cell
2502,Dendritic cell,CD14+ monocyte
2503,CD4+ T cell,CD4+ T cell
2504,Cytotoxic T cell,CD4+ T cell
2505,CD14+ monocyte,CD14+ monocyte
2506,B cell,B cell
2507,Cytotoxic T cell,Cytotoxic T cell
2508,Cytotoxic T cell,Cytotoxic T cell
2509,Cytotoxic T cell,Cytotoxic T cell
2510,B cell,B cell
2511,B cell,B cell
2512,B cell,B cell
2513,Cytotoxic T cell,Cytotoxic T cell
2514,Cytotoxic T cell,Cytotoxic T cell
2515,CD14+ monocyte,Dendritic cell
2516,CD4+ T cell,CD4+ T cell
2517,CD4+ T cell,CD4+ T cell
2518,Cytotoxic T cell,Cytotoxic T cell
2519,CD4+ T cell,CD4+ T cell
2520,CD4+ T cell,CD4+ T cell
2521,CD4+ T cell,CD4+ T cell
2522,Plasmacytoid dendritic cell,Plasmacytoid dendritic cell
2523,CD4+ T cell,CD4+ T cell
2524,CD4+ T cell,CD4+ T cell
2525,Cytotoxic T cell,Cytotoxic T cell
2526,B cell,B cell
2527,CD14+ monocyte,CD14+ monocyte
2528,B cell,B cell
2529,B cell,B cell
2530,Cytotoxic T cell,Cytotoxic T cell
2531,CD4+ T cell,CD4+ T cell
2532,Dendritic cell,CD14+ monocyte
2533,Cytotoxic T cell,CD4+ T cell
2534,B cell,B cell
2535,B cell,B cell
2536,CD4+ T cell,CD4+ T cell
2537,B cell,B cell
2538,CD4+ T cell,CD4+ T cell
2539,B cell,B cell
2540,Cytotoxic T cell,CD4+ T cell
2541,Cytotoxic T cell,Cytotoxic T cell
2542,Cytotoxic T cell,Cytotoxic T cell
2543,B cell,B cell
2544,Cytotoxic T cell,Cytotoxic T cell
2545,Natural killer cell,Natural killer cell
2546,B cell,B cell
2547,CD4+ T cell,CD4+ T cell
2548,Cytotoxic T cell,CD4+ T cell
2549,B cell,B cell
2550,CD4+ T cell,CD4+ T cell
2551,Natural killer cell,Natural killer cell
2552,Cytotoxic T cell,Cytotoxic T cell
2553,B cell,B cell
2554,CD14+ monocyte,CD16+ monocyte
2555,B cell,B cell
2556,Cytotoxic T cell,CD4+ T cell
2557,Cytotoxic T cell,CD4+ T cell
2558,B cell,B cell
2559,Cytotoxic T cell,Cytotoxic T cell
2560,Cytotoxic T cell,Natural killer cell
2561,B cell,B cell
2562,Cytotoxic T cell,Cytotoxic T cell
2563,B cell,B cell
2564,B cell,B cell
2565,CD4+ T cell,CD4+ T cell
2566,Cytotoxic T cell,Cytotoxic T cell
2567,CD4+ T cell,CD4+ T cell
2568,Natural killer cell,Natural killer cell
2569,CD14+ monocyte,CD16+ monocyte
2570,Cytotoxic T cell,Cytotoxic T cell
2571,Cytotoxic T cell,Cytotoxic T cell
2572,Cytotoxic T cell,Cytotoxic T cell
2573,Cytotoxic T cell,Cytotoxic T cell
2574,B cell,B cell
2575,CD4+ T cell,CD4+ T cell
2576,Cytotoxic T cell,Cytotoxic T cell
2577,Natural killer cell,Natural killer cell
2578,CD4+ T cell,CD4+ T cell
2579,Cytotoxic T cell,Cytotoxic T cell
2580,CD14+ monocyte,CD14+ monocyte
2581,Cytotoxic T cell,CD4+ T cell
2582,Natural killer cell,Natural killer cell
2583,B cell,B cell
2584,CD4+ T cell,CD4+ T cell
2585,Cytotoxic T cell,Cytotoxic T cell
2586,CD4+ T cell,CD4+ T cell
2587,B cell,B cell
2588,CD4+ T cell,CD4+ T cell
2589,B cell,B cell
2590,B cell,B cell
2591,Cytotoxic T cell,Cytotoxic T cell
2592,CD4+ T cell,CD4+ T cell
2593,Cytotoxic T cell,Cytotoxic T cell
2594,CD4+ T cell,CD4+ T cell
2595,B cell,B cell
2596,B cell,B cell
2597,B cell,B cell
2598,Cytotoxic T cell,Cytotoxic T cell
2599,CD4+ T cell,CD4+ T cell
2600,CD4+ T cell,CD4+ T cell
2601,Cytotoxic T cell,Cytotoxic T cell
2602,CD14+ monocyte,CD16+ monocyte
2603,CD4+ T cell,CD4+ T cell
2604,B cell,B cell
2605,CD4+ T cell,CD4+ T cell
2606,Cytotoxic T cell,Cytotoxic T cell
2607,Cytotoxic T cell,Cytotoxic T cell
2608,Cytotoxic T cell,Natural killer cell
2609,Cytotoxic T cell,Cytotoxic T cell
2610,Cytotoxic T cell,Cytotoxic T cell
2611,Cytotoxic T cell,Cytotoxic T cell
2612,CD14+ monocyte,CD14+ monocyte
2613,Cytotoxic T cell,Cytotoxic T cell
2614,Cytotoxic T cell,Cytotoxic T cell
2615,Cytotoxic T cell,Cytotoxic T cell
2616,CD4+ T cell,CD4+ T cell
2617,CD14+ monocyte,CD14+ monocyte
2618,CD16+ monocyte,CD16+ monocyte
2619,Cytotoxic T cell,Cytotoxic T cell
2620,CD16+ monocyte,CD16+ monocyte
2621,CD4+ T cell,CD4+ T cell
2622,CD14+ monocyte,CD14+ monocyte
2623,B cell,B cell
2624,Cytotoxic T cell,Cytotoxic T cell
2625,Cytotoxic T cell,Cytotoxic T cell
2626,Cytotoxic T cell,Cytotoxic T cell
2627,Cytotoxic T cell,CD4+ T cell
2628,Cytotoxic T cell,Natural killer cell
2629,B cell,B cell
2630,B cell,B cell
2631,B cell,B cell
2632,CD4+ T cell,CD4+ T cell
2633,Cytotoxic T cell,Cytotoxic T cell
2634,CD4+ T cell,CD4+ T cell
2635,B cell,B cell
2636,CD4+ T cell,CD4+ T cell
2637,Cytotoxic T cell,Cytotoxic T cell
2638,CD4+ T cell,CD4+ T cell
2639,Cytotoxic T cell,Natural killer cell
2640,Cytotoxic T cell,Cytotoxic T cell
2641,Cytotoxic T cell,Cytotoxic T cell
2642,B cell,B cell
2643,CD4+ T cell,CD4+ T cell
2644,CD4+ T cell,CD4+ T cell
2645,CD4+ T cell,CD4+ T cell
2646,CD4+ T cell,CD4+ T cell
2647,B cell,B cell
2648,B cell,B cell
2649,B cell,B cell
2650,CD4+ T cell,CD4+ T cell
2651,CD14+ monocyte,CD16+ monocyte
2652,CD4+ T cell,CD4+ T cell
2653,CD4+ T cell,CD4+ T cell
2654,Cytotoxic T cell,Cytotoxic T cell
2655,Cytotoxic T cell,CD4+ T cell
2656,CD4+ T cell,CD4+ T cell
2657,Cytotoxic T cell,Cytotoxic T cell
2658,Cytotoxic T cell,CD4+ T cell
2659,Cytotoxic T cell,Cytotoxic T cell
2660,Cytotoxic T cell,Cytotoxic T cell
2661,B cell,B cell
2662,Cytotoxic T cell,Cytotoxic T cell
2663,CD4+ T cell,CD4+ T cell
2664,CD4+ T cell,CD4+ T cell
2665,Cytotoxic T cell,Cytotoxic T cell
2666,CD4+ T cell,CD4+ T cell
2667,CD4+ T cell,CD4+ T cell
2668,Cytotoxic T cell,Cytotoxic T cell
2669,Cytotoxic T cell,Cytotoxic T cell
2670,Dendritic cell,CD14+ monocyte
2671,B cell,B cell
2672,B cell,B cell
2673,CD4+ T cell,Cytotoxic T cell
2674,B cell,B cell
2675,Cytotoxic T cell,Cytotoxic T cell
2676,CD4+ T cell,CD4+ T cell
2677,CD14+ monocyte,CD16+ monocyte
2678,Cytotoxic T cell,Cytotoxic T cell
2679,Natural killer cell,Natural killer cell
2680,Cytotoxic T cell,Natural killer cell
2681,B cell,B cell
2682,Plasmacytoid dendritic cell,Plasmacytoid dendritic cell
2683,CD4+ T cell,CD4+ T cell
2684,CD4+ T cell,CD4+ T cell
2685,B cell,B cell
2686,Cytotoxic T cell,Cytotoxic T cell
2687,Cytotoxic T cell,Cytotoxic T cell
2688,Cytotoxic T cell,Cytotoxic T cell
2689,CD4+ T cell,CD4+ T cell
2690,Natural killer cell,Natural killer cell
2691,CD4+ T cell,CD4+ T cell
2692,CD4+ T cell,CD4+ T cell
2693,CD14+ monocyte,CD14+ monocyte
2694,B cell,B cell
2695,CD4+ T cell,CD4+ T cell
2696,CD16+ monocyte,CD16+ monocyte
2697,Cytotoxic T cell,Cytotoxic T cell
2698,B cell,B cell
2699,Cytotoxic T cell,Cytotoxic T cell
2700,CD4+ T cell,CD4+ T cell
2701,Cytotoxic T cell,Cytotoxic T cell
2702,CD14+ monocyte,CD14+ monocyte
2703,CD4+ T cell,CD4+ T cell
2704,Cytotoxic T cell,B cell
2705,Cytotoxic T cell,Cytotoxic T cell
2706,CD4+ T cell,CD4+ T cell
2707,Cytotoxic T cell,Cytotoxic T cell
2708,CD4+ T cell,CD4+ T cell
2709,CD4+ T cell,CD4+ T cell
2710,Cytotoxic T cell,Cytotoxic T cell
2711,Cytotoxic T cell,Cytotoxic T cell
2712,B cell,B cell
2713,Cytotoxic T cell,CD14+ monocyte
2714,Cytotoxic T cell,Cytotoxic T cell
2715,Cytotoxic T cell,Cytotoxic T cell
2716,B cell,B cell
2717,Cytotoxic T cell,Cytotoxic T cell
2718,Cytotoxic T cell,Cytotoxic T cell
2719,B cell,B cell
2720,Cytotoxic T cell,Natural killer cell
2721,Cytotoxic T cell,Cytotoxic T cell
2722,Cytotoxic T cell,Cytotoxic T cell
2723,CD4+ T cell,CD4+ T cell
2724,Plasmacytoid dendritic cell,Plasmacytoid dendritic cell
2725,B cell,Cytotoxic T cell
2726,CD4+ T cell,CD4+ T cell
2727,CD4+ T cell,CD4+ T cell
2728,Natural killer cell,Natural killer cell
2729,B cell,B cell
2730,Cytotoxic T cell,Cytotoxic T cell
2731,Cytotoxic T cell,Cytotoxic T cell
2732,Cytotoxic T cell,Cytotoxic T cell
2733,CD14+ monocyte,CD16+ monocyte
2734,B cell,B cell
2735,CD4+ T cell,CD4+ T cell
2736,CD14+ monocyte,CD14+ monocyte
2737,Cytotoxic T cell,Cytotoxic T cell
2738,CD4+ T cell,CD4+ T cell
2739,CD4+ T cell,CD4+ T cell
2740,Cytotoxic T cell,Cytotoxic T cell
2741,CD4+ T cell,CD4+ T cell
2742,Natural killer cell,Natural killer cell
2743,Cytotoxic T cell,Cytotoxic T cell
2744,Cytotoxic T cell,Cytotoxic T cell
2745,Cytotoxic T cell,Cytotoxic T cell
2746,Cytotoxic T cell,Cytotoxic T cell
2747,Plasmacytoid dendritic cell,Plasmacytoid dendritic cell
2748,CD14+ monocyte,CD16+ monocyte
2749,CD4+ T cell,CD4+ T cell
2750,CD4+ T cell,CD4+ T cell
2751,CD14+ monocyte,CD14+ monocyte
2752,Cytotoxic T cell,Cytotoxic T cell
2753,B cell,B cell
2754,CD4+ T cell,CD4+ T cell
2755,Natural killer cell,Natural killer cell
2756,Cytotoxic T cell,CD4+ T cell
2757,CD14+ monocyte,CD16+ monocyte
2758,Cytotoxic T cell,Cytotoxic T cell
2759,B cell,B cell
2760,B cell,B cell
2761,Cytotoxic T cell,Cytotoxic T cell
2762,Cytotoxic T cell,CD4+ T cell
2763,CD4+ T cell,CD4+ T cell
2764,Cytotoxic T cell,Cytotoxic T cell
2765,CD4+ T cell,CD4+ T cell
2766,CD4+ T cell,CD4+ T cell
2767,Cytotoxic T cell,Cytotoxic T cell
2768,Cytotoxic T cell,Cytotoxic T cell
2769,Cytotoxic T cell,Natural killer cell
2770,Cytotoxic T cell,Cytotoxic T cell
2771,B cell,B cell
2772,CD14+ monocyte,CD14+ monocyte
2773,CD14+ monocyte,CD16+ monocyte
2774,CD4+ T cell,CD4+ T cell
2775,CD14+ monocyte,CD14+ monocyte
2776,Cytotoxic T cell,Cytotoxic T cell
2777,Cytotoxic T cell,Natural killer cell
2778,CD4+ T cell,CD4+ T cell
2779,Cytotoxic T cell,Cytotoxic T cell
2780,B cell,B cell
2781,CD4+ T cell,CD4+ T cell
2782,CD4+ T cell,CD4+ T cell
2783,CD14+ monocyte,CD16+ monocyte
2784,CD4+ T cell,CD14+ monocyte
2785,Cytotoxic T cell,Cytotoxic T cell
2786,CD4+ T cell,CD4+ T cell
2787,Cytotoxic T cell,Cytotoxic T cell
2788,B cell,B cell
2789,CD14+ monocyte,CD14+ monocyte
2790,CD14+ monocyte,CD16+ monocyte
2791,Cytotoxic T cell,Cytotoxic T cell
2792,Cytotoxic T cell,Natural killer cell
2793,Dendritic cell,Dendritic cell
2794,Cytotoxic T cell,Cytotoxic T cell
2795,Cytotoxic T cell,CD14+ monocyte
2796,Cytotoxic T cell,Cytotoxic T cell
2797,B cell,B cell
2798,Cytotoxic T cell,Cytotoxic T cell
2799,CD4+ T cell,CD4+ T cell
2800,Cytotoxic T cell,CD14+ monocyte
2801,Natural killer cell,Natural killer cell
2802,Cytotoxic T cell,CD4+ T cell
2803,Cytotoxic T cell,B cell
2804,B cell,B cell
