,pred,true
2002,CD4+ T cell,CD4+ T cell
2003,CD14+ monocyte,CD14+ monocyte
2004,CD14+ monocyte,CD14+ monocyte
2005,CD14+ monocyte,CD14+ monocyte
2006,CD14+ monocyte,CD14+ monocyte
2007,CD14+ monocyte,CD14+ monocyte
2008,Cytotoxic T cell,Cytotoxic T cell
2009,B cell,B cell
2010,Cytotoxic T cell,Cytotoxic T cell
2011,CD4+ T cell,CD4+ T cell
2012,CD14+ monocyte,CD14+ monocyte
2013,Cytotoxic T cell,Cytotoxic T cell
2014,Cytotoxic T cell,Cytotoxic T cell
2015,B cell,B cell
2016,CD4+ T cell,Cytotoxic T cell
2017,CD4+ T cell,CD4+ T cell
2018,CD14+ monocyte,CD14+ monocyte
2019,Cytotoxic T cell,Cytotoxic T cell
2020,B cell,B cell
2021,CD14+ monocyte,CD14+ monocyte
2022,Cytotoxic T cell,Cytotoxic T cell
2023,B cell,B cell
2024,Cytotoxic T cell,Cytotoxic T cell
2025,CD4+ T cell,Cytotoxic T cell
2026,Cytotoxic T cell,Cytotoxic T cell
2027,CD4+ T cell,CD4+ T cell
2028,CD14+ monocyte,CD14+ monocyte
2029,Cytotoxic T cell,Cytotoxic T cell
2030,B cell,B cell
2031,CD14+ monocyte,CD14+ monocyte
2032,Cytotoxic T cell,Cytotoxic T cell
2033,CD4+ T cell,Cytotoxic T cell
2034,CD14+ monocyte,CD14+ monocyte
2035,Megakaryocyte,Megakaryocyte
2036,CD14+ monocyte,CD14+ monocyte
2037,CD4+ T cell,CD4+ T cell
2038,CD4+ T cell,CD4+ T cell
2039,CD14+ monocyte,Cytotoxic T cell
2040,CD14+ monocyte,CD14+ monocyte
2041,CD4+ T cell,CD4+ T cell
2042,Cytotoxic T cell,Cytotoxic T cell
2043,CD14+ monocyte,CD14+ monocyte
2044,B cell,B cell
2045,CD4+ T cell,Cytotoxic T cell
2046,Plasmacytoid dendritic cell,Plasmacytoid dendritic cell
2047,CD14+ monocyte,CD14+ monocyte
2048,Cytotoxic T cell,Cytotoxic T cell
2049,Cytotoxic T cell,Cytotoxic T cell
2050,B cell,B cell
2051,B cell,B cell
2052,CD14+ monocyte,CD14+ monocyte
2053,Cytotoxic T cell,CD14+ monocyte
2054,CD14+ monocyte,Cytotoxic T cell
2055,Cytotoxic T cell,Cytotoxic T cell
2056,CD4+ T cell,CD4+ T cell
2057,CD14+ monocyte,CD14+ monocyte
2058,CD14+ monocyte,CD14+ monocyte
2059,CD14+ monocyte,CD14+ monocyte
2060,Cytotoxic T cell,Cytotoxic T cell
2061,CD14+ monocyte,CD14+ monocyte
2062,CD14+ monocyte,CD14+ monocyte
2063,CD14+ monocyte,CD14+ monocyte
2064,CD14+ monocyte,CD14+ monocyte
2065,CD14+ monocyte,CD14+ monocyte
2066,CD14+ monocyte,CD14+ monocyte
2067,CD14+ monocyte,CD14+ monocyte
2068,CD4+ T cell,Cytotoxic T cell
2069,CD4+ T cell,CD4+ T cell
2070,Cytotoxic T cell,Cytotoxic T cell
2071,CD4+ T cell,Cytotoxic T cell
2072,CD14+ monocyte,CD14+ monocyte
2073,Cytotoxic T cell,Cytotoxic T cell
2074,Cytotoxic T cell,Cytotoxic T cell
2075,CD14+ monocyte,CD14+ monocyte
2076,CD4+ T cell,Cytotoxic T cell
2077,Cytotoxic T cell,Cytotoxic T cell
2078,CD16+ monocyte,CD14+ monocyte
2079,B cell,B cell
2080,CD4+ T cell,CD4+ T cell
2081,Cytotoxic T cell,Cytotoxic T cell
2082,CD14+ monocyte,CD14+ monocyte
2083,Cytotoxic T cell,Cytotoxic T cell
2084,Cytotoxic T cell,Cytotoxic T cell
2085,Cytotoxic T cell,Cytotoxic T cell
2086,CD14+ monocyte,CD14+ monocyte
2087,CD14+ monocyte,CD14+ monocyte
2088,B cell,Cytotoxic T cell
2089,CD14+ monocyte,CD14+ monocyte
2090,B cell,B cell
2091,CD4+ T cell,CD4+ T cell
2092,Cytotoxic T cell,CD4+ T cell
2093,Cytotoxic T cell,Cytotoxic T cell
2094,CD4+ T cell,CD4+ T cell
2095,CD14+ monocyte,CD14+ monocyte
2096,CD4+ T cell,CD4+ T cell
2097,Cytotoxic T cell,Cytotoxic T cell
2098,CD14+ monocyte,CD14+ monocyte
2099,Cytotoxic T cell,Cytotoxic T cell
2100,Cytotoxic T cell,Cytotoxic T cell
2101,B cell,B cell
2102,Plasmacytoid dendritic cell,Plasmacytoid dendritic cell
2103,CD4+ T cell,CD4+ T cell
2104,Cytotoxic T cell,Cytotoxic T cell
2105,CD14+ monocyte,CD14+ monocyte
2106,CD4+ T cell,B cell
2107,CD14+ monocyte,CD14+ monocyte
2108,CD14+ monocyte,CD14+ monocyte
2109,CD14+ monocyte,CD14+ monocyte
2110,B cell,B cell
2111,CD14+ monocyte,CD14+ monocyte
2112,Cytotoxic T cell,Cytotoxic T cell
2113,Cytotoxic T cell,Cytotoxic T cell
2114,Cytotoxic T cell,Cytotoxic T cell
2115,CD14+ monocyte,CD14+ monocyte
2116,B cell,B cell
2117,B cell,B cell
2118,Dendritic cell,Dendritic cell
2119,CD4+ T cell,CD4+ T cell
2120,CD14+ monocyte,CD14+ monocyte
2121,CD4+ T cell,CD4+ T cell
2122,CD14+ monocyte,CD14+ monocyte
2123,CD14+ monocyte,CD14+ monocyte
2124,Cytotoxic T cell,Cytotoxic T cell
2125,CD14+ monocyte,CD14+ monocyte
2126,CD14+ monocyte,CD14+ monocyte
2127,CD14+ monocyte,CD14+ monocyte
2128,CD4+ T cell,CD4+ T cell
2129,CD4+ T cell,CD4+ T cell
2130,B cell,B cell
2131,CD14+ monocyte,CD14+ monocyte
2132,CD4+ T cell,Cytotoxic T cell
2133,CD4+ T cell,Plasmacytoid dendritic cell
2134,Megakaryocyte,Megakaryocyte
2135,Natural killer cell,Cytotoxic T cell
2136,Cytotoxic T cell,CD4+ T cell
2137,CD14+ monocyte,CD14+ monocyte
2138,CD4+ T cell,CD4+ T cell
2139,CD14+ monocyte,CD14+ monocyte
2140,Cytotoxic T cell,Cytotoxic T cell
2141,Cytotoxic T cell,Cytotoxic T cell
2142,Cytotoxic T cell,Cytotoxic T cell
2143,Cytotoxic T cell,Cytotoxic T cell
2144,CD4+ T cell,CD4+ T cell
2145,CD14+ monocyte,CD14+ monocyte
2146,Cytotoxic T cell,Cytotoxic T cell
2147,CD4+ T cell,Cytotoxic T cell
2148,Cytotoxic T cell,Cytotoxic T cell
2149,Dendritic cell,Dendritic cell
2150,B cell,B cell
2151,CD14+ monocyte,CD14+ monocyte
2152,B cell,B cell
2153,CD14+ monocyte,CD14+ monocyte
2154,CD14+ monocyte,CD14+ monocyte
2155,CD4+ T cell,CD4+ T cell
2156,Cytotoxic T cell,CD4+ T cell
2157,Cytotoxic T cell,Cytotoxic T cell
2158,CD14+ monocyte,CD14+ monocyte
2159,Cytotoxic T cell,Cytotoxic T cell
2160,CD4+ T cell,CD4+ T cell
2161,Cytotoxic T cell,Cytotoxic T cell
2162,CD4+ T cell,CD4+ T cell
2163,Cytotoxic T cell,Cytotoxic T cell
2164,CD4+ T cell,Cytotoxic T cell
2165,B cell,B cell
2166,Cytotoxic T cell,Cytotoxic T cell
2167,Cytotoxic T cell,Cytotoxic T cell
2168,CD14+ monocyte,CD14+ monocyte
2169,CD4+ T cell,CD4+ T cell
2170,CD14+ monocyte,CD14+ monocyte
2171,Cytotoxic T cell,Cytotoxic T cell
2172,Cytotoxic T cell,Cytotoxic T cell
2173,CD14+ monocyte,CD14+ monocyte
2174,CD14+ monocyte,CD14+ monocyte
2175,CD14+ monocyte,CD14+ monocyte
2176,CD14+ monocyte,CD14+ monocyte
2177,CD14+ monocyte,CD14+ monocyte
2178,CD4+ T cell,CD4+ T cell
2179,CD14+ monocyte,CD14+ monocyte
2180,Cytotoxic T cell,Cytotoxic T cell
2181,B cell,B cell
2182,Cytotoxic T cell,Cytotoxic T cell
2183,Cytotoxic T cell,Cytotoxic T cell
2184,CD4+ T cell,CD4+ T cell
2185,Cytotoxic T cell,Cytotoxic T cell
2186,CD14+ monocyte,Dendritic cell
2187,B cell,Plasmacytoid dendritic cell
2188,CD14+ monocyte,CD14+ monocyte
2189,CD14+ monocyte,CD14+ monocyte
2190,B cell,B cell
2191,CD14+ monocyte,CD14+ monocyte
2192,CD4+ T cell,CD4+ T cell
2193,CD14+ monocyte,CD14+ monocyte
2194,CD14+ monocyte,CD14+ monocyte
2195,CD14+ monocyte,CD14+ monocyte
2196,Cytotoxic T cell,Cytotoxic T cell
2197,CD14+ monocyte,CD14+ monocyte
2198,CD14+ monocyte,CD14+ monocyte
2199,CD4+ T cell,Cytotoxic T cell
2200,CD14+ monocyte,CD14+ monocyte
2201,B cell,B cell
2202,CD4+ T cell,CD4+ T cell
2203,CD4+ T cell,Cytotoxic T cell
2204,CD14+ monocyte,CD14+ monocyte
2205,B cell,CD14+ monocyte
2206,Cytotoxic T cell,Cytotoxic T cell
2207,CD14+ monocyte,CD14+ monocyte
2208,B cell,B cell
2209,CD4+ T cell,Cytotoxic T cell
2210,CD14+ monocyte,CD14+ monocyte
2211,Cytotoxic T cell,Cytotoxic T cell
2212,CD14+ monocyte,CD14+ monocyte
2213,Cytotoxic T cell,Cytotoxic T cell
2214,B cell,B cell
2215,CD4+ T cell,CD14+ monocyte
2216,Cytotoxic T cell,Cytotoxic T cell
2217,Cytotoxic T cell,Cytotoxic T cell
2218,Cytotoxic T cell,CD14+ monocyte
2219,Cytotoxic T cell,Cytotoxic T cell
2220,B cell,B cell
2221,Cytotoxic T cell,Cytotoxic T cell
2222,B cell,B cell
2223,B cell,B cell
2224,CD4+ T cell,CD4+ T cell
2225,CD14+ monocyte,CD14+ monocyte
2226,CD14+ monocyte,CD14+ monocyte
2227,CD4+ T cell,CD14+ monocyte
2228,CD14+ monocyte,CD14+ monocyte
2229,CD4+ T cell,CD4+ T cell
2230,CD14+ monocyte,CD14+ monocyte
2231,B cell,B cell
2232,Cytotoxic T cell,CD14+ monocyte
2233,B cell,B cell
2234,B cell,B cell
2235,Cytotoxic T cell,Cytotoxic T cell
2236,CD14+ monocyte,CD14+ monocyte
2237,CD14+ monocyte,CD14+ monocyte
2238,Cytotoxic T cell,Cytotoxic T cell
2239,B cell,B cell
2240,CD4+ T cell,Cytotoxic T cell
2241,Cytotoxic T cell,Cytotoxic T cell
2242,CD4+ T cell,CD4+ T cell
2243,CD14+ monocyte,CD14+ monocyte
2244,CD4+ T cell,Cytotoxic T cell
2245,CD4+ T cell,Cytotoxic T cell
2246,CD14+ monocyte,CD14+ monocyte
2247,CD14+ monocyte,CD14+ monocyte
2248,CD14+ monocyte,CD14+ monocyte
2249,CD14+ monocyte,CD14+ monocyte
2250,Cytotoxic T cell,Cytotoxic T cell
2251,CD4+ T cell,Cytotoxic T cell
2252,CD14+ monocyte,CD14+ monocyte
2253,Cytotoxic T cell,Cytotoxic T cell
2254,Natural killer cell,Cytotoxic T cell
2255,CD14+ monocyte,CD14+ monocyte
2256,CD14+ monocyte,CD14+ monocyte
2257,CD14+ monocyte,CD14+ monocyte
2258,CD4+ T cell,CD4+ T cell
2259,CD14+ monocyte,CD14+ monocyte
2260,CD14+ monocyte,CD14+ monocyte
2261,B cell,B cell
2262,Cytotoxic T cell,Cytotoxic T cell
2263,Cytotoxic T cell,Cytotoxic T cell
2264,CD4+ T cell,CD4+ T cell
2265,CD4+ T cell,Cytotoxic T cell
2266,CD14+ monocyte,CD14+ monocyte
2267,CD14+ monocyte,CD14+ monocyte
2268,B cell,B cell
2269,CD4+ T cell,Cytotoxic T cell
2270,B cell,B cell
2271,CD4+ T cell,CD4+ T cell
2272,Cytotoxic T cell,Cytotoxic T cell
2273,Cytotoxic T cell,Cytotoxic T cell
2274,CD14+ monocyte,CD14+ monocyte
2275,CD4+ T cell,CD14+ monocyte
2276,CD16+ monocyte,CD14+ monocyte
2277,CD14+ monocyte,CD14+ monocyte
2278,CD14+ monocyte,CD14+ monocyte
2279,B cell,B cell
2280,B cell,B cell
2281,CD14+ monocyte,CD14+ monocyte
2282,CD14+ monocyte,CD14+ monocyte
2283,Cytotoxic T cell,Cytotoxic T cell
2284,Cytotoxic T cell,Cytotoxic T cell
2285,B cell,B cell
2286,CD14+ monocyte,CD14+ monocyte
2287,B cell,B cell
2288,CD14+ monocyte,Cytotoxic T cell
2289,B cell,B cell
2290,B cell,B cell
2291,CD14+ monocyte,CD14+ monocyte
2292,B cell,B cell
2293,B cell,B cell
2294,CD14+ monocyte,CD14+ monocyte
2295,Cytotoxic T cell,Cytotoxic T cell
2296,Cytotoxic T cell,Cytotoxic T cell
2297,CD4+ T cell,CD4+ T cell
2298,B cell,B cell
2299,CD14+ monocyte,CD14+ monocyte
2300,Cytotoxic T cell,Cytotoxic T cell
2301,Cytotoxic T cell,Cytotoxic T cell
2302,CD14+ monocyte,CD14+ monocyte
2303,CD4+ T cell,CD14+ monocyte
2304,Cytotoxic T cell,Cytotoxic T cell
2305,CD4+ T cell,CD4+ T cell
2306,Cytotoxic T cell,Cytotoxic T cell
2307,CD14+ monocyte,CD14+ monocyte
2308,Cytotoxic T cell,Cytotoxic T cell
2309,B cell,B cell
2310,CD14+ monocyte,CD14+ monocyte
2311,CD14+ monocyte,CD14+ monocyte
2312,B cell,B cell
2313,Cytotoxic T cell,Cytotoxic T cell
2314,CD14+ monocyte,CD14+ monocyte
2315,CD4+ T cell,Cytotoxic T cell
2316,Cytotoxic T cell,Cytotoxic T cell
2317,CD14+ monocyte,CD14+ monocyte
2318,CD14+ monocyte,CD14+ monocyte
2319,B cell,B cell
2320,B cell,CD14+ monocyte
2321,CD14+ monocyte,CD14+ monocyte
2322,CD14+ monocyte,CD14+ monocyte
2323,B cell,B cell
2324,CD14+ monocyte,CD14+ monocyte
2325,Megakaryocyte,Megakaryocyte
2326,B cell,B cell
2327,CD14+ monocyte,CD14+ monocyte
2328,CD4+ T cell,CD4+ T cell
2329,Cytotoxic T cell,CD4+ T cell
2330,Cytotoxic T cell,Cytotoxic T cell
2331,CD4+ T cell,CD4+ T cell
2332,CD14+ monocyte,CD14+ monocyte
2333,CD4+ T cell,CD4+ T cell
2334,CD14+ monocyte,CD14+ monocyte
2335,Cytotoxic T cell,Cytotoxic T cell
2336,CD14+ monocyte,CD14+ monocyte
2337,CD14+ monocyte,CD14+ monocyte
2338,CD14+ monocyte,CD14+ monocyte
2339,B cell,B cell
2340,CD4+ T cell,Cytotoxic T cell
2341,Cytotoxic T cell,Cytotoxic T cell
2342,CD14+ monocyte,CD14+ monocyte
2343,Cytotoxic T cell,Cytotoxic T cell
2344,CD14+ monocyte,CD14+ monocyte
2345,Cytotoxic T cell,Cytotoxic T cell
2346,CD4+ T cell,CD4+ T cell
2347,B cell,B cell
2348,CD14+ monocyte,CD14+ monocyte
2349,CD4+ T cell,Cytotoxic T cell
2350,Cytotoxic T cell,Cytotoxic T cell
2351,Cytotoxic T cell,Cytotoxic T cell
2352,Cytotoxic T cell,B cell
2353,Cytotoxic T cell,CD4+ T cell
2354,CD14+ monocyte,CD14+ monocyte
2355,CD14+ monocyte,CD14+ monocyte
2356,Megakaryocyte,Megakaryocyte
2357,CD14+ monocyte,CD14+ monocyte
2358,CD14+ monocyte,CD14+ monocyte
2359,B cell,B cell
2360,Dendritic cell,Dendritic cell
2361,CD4+ T cell,Cytotoxic T cell
2362,B cell,B cell
2363,CD4+ T cell,CD4+ T cell
2364,Cytotoxic T cell,Cytotoxic T cell
2365,CD4+ T cell,CD14+ monocyte
2366,CD4+ T cell,Cytotoxic T cell
2367,Cytotoxic T cell,Cytotoxic T cell
2368,B cell,B cell
2369,Cytotoxic T cell,Cytotoxic T cell
2370,CD14+ monocyte,CD14+ monocyte
2371,CD14+ monocyte,CD14+ monocyte
2372,Cytotoxic T cell,Cytotoxic T cell
2373,Megakaryocyte,Megakaryocyte
2374,B cell,B cell
2375,CD16+ monocyte,CD14+ monocyte
2376,Cytotoxic T cell,Cytotoxic T cell
2377,B cell,B cell
2378,Cytotoxic T cell,Cytotoxic T cell
2379,Cytotoxic T cell,Cytotoxic T cell
2380,Cytotoxic T cell,Cytotoxic T cell
2381,Cytotoxic T cell,Cytotoxic T cell
2382,CD4+ T cell,CD14+ monocyte
2383,CD14+ monocyte,CD14+ monocyte
2384,Megakaryocyte,Megakaryocyte
2385,CD14+ monocyte,CD14+ monocyte
2386,Megakaryocyte,Megakaryocyte
2387,Cytotoxic T cell,Cytotoxic T cell
2388,CD14+ monocyte,CD14+ monocyte
2389,Cytotoxic T cell,Cytotoxic T cell
2390,CD4+ T cell,CD4+ T cell
2391,Cytotoxic T cell,Cytotoxic T cell
2392,CD14+ monocyte,CD14+ monocyte
2393,Cytotoxic T cell,Cytotoxic T cell
2394,Cytotoxic T cell,CD4+ T cell
2395,Cytotoxic T cell,Cytotoxic T cell
2396,CD4+ T cell,CD4+ T cell
2397,CD14+ monocyte,CD14+ monocyte
2398,Cytotoxic T cell,Cytotoxic T cell
2399,CD4+ T cell,CD4+ T cell
2400,CD4+ T cell,CD4+ T cell
2401,Cytotoxic T cell,Cytotoxic T cell
2402,B cell,B cell
2403,B cell,B cell
2404,CD14+ monocyte,CD14+ monocyte
2405,CD14+ monocyte,CD14+ monocyte
2406,CD4+ T cell,Cytotoxic T cell
2407,CD4+ T cell,Cytotoxic T cell
2408,CD4+ T cell,CD14+ monocyte
2409,CD14+ monocyte,CD14+ monocyte
2410,CD14+ monocyte,CD14+ monocyte
2411,CD14+ monocyte,CD14+ monocyte
2412,CD14+ monocyte,CD14+ monocyte
2413,Cytotoxic T cell,Cytotoxic T cell
2414,CD14+ monocyte,CD14+ monocyte
2415,CD14+ monocyte,CD14+ monocyte
2416,CD14+ monocyte,CD14+ monocyte
2417,CD4+ T cell,CD4+ T cell
2418,CD4+ T cell,Cytotoxic T cell
2419,B cell,B cell
2420,CD4+ T cell,CD4+ T cell
2421,Cytotoxic T cell,Cytotoxic T cell
2422,CD14+ monocyte,CD14+ monocyte
2423,CD14+ monocyte,CD14+ monocyte
2424,CD14+ monocyte,CD14+ monocyte
2425,CD4+ T cell,CD4+ T cell
2426,Cytotoxic T cell,Cytotoxic T cell
2427,Cytotoxic T cell,Cytotoxic T cell
2428,CD4+ T cell,CD4+ T cell
2429,B cell,B cell
2430,CD14+ monocyte,CD14+ monocyte
2431,Cytotoxic T cell,CD4+ T cell
2432,CD14+ monocyte,CD14+ monocyte
2433,CD4+ T cell,CD4+ T cell
2434,CD14+ monocyte,CD14+ monocyte
2435,CD4+ T cell,CD4+ T cell
2436,CD14+ monocyte,CD14+ monocyte
2437,CD4+ T cell,Cytotoxic T cell
2438,B cell,B cell
2439,CD14+ monocyte,CD14+ monocyte
2440,Cytotoxic T cell,Cytotoxic T cell
2441,CD4+ T cell,CD4+ T cell
2442,CD4+ T cell,CD4+ T cell
2443,CD14+ monocyte,CD14+ monocyte
2444,B cell,B cell
2445,CD14+ monocyte,CD14+ monocyte
2446,CD14+ monocyte,CD14+ monocyte
2447,B cell,B cell
2448,CD14+ monocyte,CD14+ monocyte
2449,Plasmacytoid dendritic cell,Plasmacytoid dendritic cell
2450,CD4+ T cell,Plasmacytoid dendritic cell
2451,CD14+ monocyte,CD14+ monocyte
2452,CD4+ T cell,CD4+ T cell
2453,CD14+ monocyte,CD14+ monocyte
2454,CD4+ T cell,CD4+ T cell
2455,CD14+ monocyte,CD14+ monocyte
2456,CD4+ T cell,Cytotoxic T cell
2457,CD4+ T cell,CD4+ T cell
2458,Megakaryocyte,Megakaryocyte
2459,CD14+ monocyte,CD14+ monocyte
2460,Cytotoxic T cell,CD4+ T cell
2461,CD14+ monocyte,CD14+ monocyte
2462,Cytotoxic T cell,Cytotoxic T cell
2463,CD4+ T cell,CD4+ T cell
2464,Natural killer cell,Cytotoxic T cell
2465,CD14+ monocyte,CD14+ monocyte
2466,CD14+ monocyte,CD14+ monocyte
2467,B cell,B cell
2468,CD14+ monocyte,CD14+ monocyte
2469,CD14+ monocyte,CD14+ monocyte
2470,B cell,B cell
2471,CD14+ monocyte,CD14+ monocyte
2472,CD14+ monocyte,CD14+ monocyte
2473,B cell,B cell
2474,Cytotoxic T cell,Cytotoxic T cell
2475,CD14+ monocyte,CD14+ monocyte
2476,Cytotoxic T cell,Cytotoxic T cell
2477,Cytotoxic T cell,Cytotoxic T cell
2478,CD4+ T cell,CD4+ T cell
2479,CD14+ monocyte,CD14+ monocyte
2480,CD14+ monocyte,CD14+ monocyte
2481,CD4+ T cell,Cytotoxic T cell
2482,B cell,B cell
2483,Cytotoxic T cell,Cytotoxic T cell
2484,B cell,B cell
2485,CD4+ T cell,CD4+ T cell
2486,CD14+ monocyte,CD14+ monocyte
2487,Cytotoxic T cell,Cytotoxic T cell
2488,CD14+ monocyte,Cytotoxic T cell
2489,Natural killer cell,Cytotoxic T cell
2490,CD14+ monocyte,CD14+ monocyte
2491,CD4+ T cell,Cytotoxic T cell
2492,CD4+ T cell,Cytotoxic T cell
2493,CD4+ T cell,Cytotoxic T cell
2494,CD14+ monocyte,CD14+ monocyte
2495,B cell,B cell
2496,CD14+ monocyte,CD14+ monocyte
2497,Cytotoxic T cell,CD14+ monocyte
2498,CD4+ T cell,CD4+ T cell
2499,CD14+ monocyte,CD14+ monocyte
2500,CD4+ T cell,Cytotoxic T cell
2501,Cytotoxic T cell,Cytotoxic T cell
2502,CD14+ monocyte,CD14+ monocyte
2503,CD14+ monocyte,CD14+ monocyte
2504,CD4+ T cell,Cytotoxic T cell
2505,Cytotoxic T cell,Cytotoxic T cell
2506,B cell,B cell
2507,Cytotoxic T cell,Cytotoxic T cell
2508,CD16+ monocyte,CD14+ monocyte
2509,CD4+ T cell,CD4+ T cell
2510,CD14+ monocyte,CD14+ monocyte
2511,B cell,B cell
2512,CD14+ monocyte,CD14+ monocyte
2513,Natural killer cell,Cytotoxic T cell
2514,Cytotoxic T cell,CD14+ monocyte
2515,Cytotoxic T cell,Cytotoxic T cell
2516,CD4+ T cell,CD4+ T cell
2517,CD14+ monocyte,CD14+ monocyte
2518,CD14+ monocyte,CD14+ monocyte
2519,CD14+ monocyte,CD14+ monocyte
2520,CD14+ monocyte,CD14+ monocyte
2521,Cytotoxic T cell,Cytotoxic T cell
2522,Cytotoxic T cell,Cytotoxic T cell
2523,CD4+ T cell,CD4+ T cell
2524,CD4+ T cell,CD4+ T cell
2525,CD14+ monocyte,CD14+ monocyte
2526,CD14+ monocyte,CD4+ T cell
2527,CD4+ T cell,B cell
2528,CD4+ T cell,Cytotoxic T cell
2529,B cell,B cell
2530,CD4+ T cell,Cytotoxic T cell
2531,Cytotoxic T cell,Cytotoxic T cell
2532,Cytotoxic T cell,Cytotoxic T cell
2533,B cell,B cell
2534,CD16+ monocyte,CD14+ monocyte
2535,Cytotoxic T cell,Cytotoxic T cell
2536,CD14+ monocyte,CD14+ monocyte
2537,CD4+ T cell,Cytotoxic T cell
2538,Cytotoxic T cell,Cytotoxic T cell
2539,CD14+ monocyte,CD14+ monocyte
2540,CD4+ T cell,CD4+ T cell
2541,CD4+ T cell,Cytotoxic T cell
2542,B cell,B cell
2543,CD4+ T cell,CD4+ T cell
2544,CD14+ monocyte,CD14+ monocyte
2545,CD4+ T cell,CD4+ T cell
2546,Cytotoxic T cell,Cytotoxic T cell
2547,Cytotoxic T cell,Cytotoxic T cell
2548,CD14+ monocyte,CD14+ monocyte
2549,CD4+ T cell,CD4+ T cell
2550,CD4+ T cell,CD4+ T cell
2551,CD14+ monocyte,CD14+ monocyte
2552,CD14+ monocyte,CD14+ monocyte
2553,CD14+ monocyte,CD14+ monocyte
2554,B cell,B cell
2555,CD14+ monocyte,CD14+ monocyte
2556,CD14+ monocyte,CD14+ monocyte
2557,CD14+ monocyte,CD14+ monocyte
2558,CD14+ monocyte,CD14+ monocyte
2559,Cytotoxic T cell,Cytotoxic T cell
2560,Cytotoxic T cell,Cytotoxic T cell
2561,CD14+ monocyte,CD14+ monocyte
2562,CD4+ T cell,CD4+ T cell
2563,B cell,B cell
2564,Dendritic cell,Dendritic cell
2565,Cytotoxic T cell,Cytotoxic T cell
2566,Cytotoxic T cell,Cytotoxic T cell
2567,Cytotoxic T cell,Cytotoxic T cell
2568,Cytotoxic T cell,Cytotoxic T cell
2569,CD14+ monocyte,CD14+ monocyte
2570,Cytotoxic T cell,Cytotoxic T cell
2571,CD4+ T cell,CD4+ T cell
2572,Cytotoxic T cell,Cytotoxic T cell
2573,CD4+ T cell,Cytotoxic T cell
2574,CD14+ monocyte,CD14+ monocyte
2575,CD4+ T cell,CD4+ T cell
2576,CD14+ monocyte,CD14+ monocyte
2577,CD14+ monocyte,CD14+ monocyte
2578,CD14+ monocyte,CD14+ monocyte
2579,CD4+ T cell,Cytotoxic T cell
2580,B cell,B cell
2581,Cytotoxic T cell,Cytotoxic T cell
2582,B cell,B cell
2583,Cytotoxic T cell,CD4+ T cell
2584,CD14+ monocyte,CD14+ monocyte
2585,Cytotoxic T cell,Cytotoxic T cell
2586,CD4+ T cell,Cytotoxic T cell
2587,B cell,B cell
2588,Natural killer cell,Cytotoxic T cell
2589,CD14+ monocyte,CD14+ monocyte
2590,B cell,B cell
2591,B cell,B cell
2592,CD14+ monocyte,CD14+ monocyte
2593,Cytotoxic T cell,B cell
2594,Cytotoxic T cell,Cytotoxic T cell
2595,CD14+ monocyte,CD14+ monocyte
2596,Cytotoxic T cell,Cytotoxic T cell
2597,Cytotoxic T cell,CD4+ T cell
2598,CD4+ T cell,CD4+ T cell
2599,CD4+ T cell,Cytotoxic T cell
2600,CD14+ monocyte,Dendritic cell
2601,CD14+ monocyte,CD14+ monocyte
2602,CD4+ T cell,Cytotoxic T cell
2603,CD14+ monocyte,CD14+ monocyte
2604,Cytotoxic T cell,Cytotoxic T cell
2605,Cytotoxic T cell,Cytotoxic T cell
2606,CD4+ T cell,CD4+ T cell
2607,Natural killer cell,Cytotoxic T cell
2608,Cytotoxic T cell,Cytotoxic T cell
2609,CD4+ T cell,CD14+ monocyte
2610,CD14+ monocyte,CD14+ monocyte
2611,CD14+ monocyte,CD14+ monocyte
2612,CD14+ monocyte,CD14+ monocyte
2613,Cytotoxic T cell,Cytotoxic T cell
2614,CD4+ T cell,CD4+ T cell
2615,Cytotoxic T cell,Cytotoxic T cell
2616,CD4+ T cell,CD4+ T cell
2617,Cytotoxic T cell,Cytotoxic T cell
2618,CD14+ monocyte,CD14+ monocyte
2619,CD14+ monocyte,CD14+ monocyte
2620,B cell,B cell
2621,Cytotoxic T cell,Cytotoxic T cell
2622,CD14+ monocyte,CD14+ monocyte
2623,Megakaryocyte,Megakaryocyte
2624,CD14+ monocyte,CD14+ monocyte
2625,CD4+ T cell,CD4+ T cell
2626,CD14+ monocyte,CD14+ monocyte
2627,CD4+ T cell,Cytotoxic T cell
2628,Cytotoxic T cell,Cytotoxic T cell
2629,Cytotoxic T cell,Cytotoxic T cell
2630,CD4+ T cell,Cytotoxic T cell
2631,CD4+ T cell,CD4+ T cell
2632,CD14+ monocyte,CD14+ monocyte
2633,CD14+ monocyte,CD14+ monocyte
2634,CD4+ T cell,CD4+ T cell
2635,CD4+ T cell,Cytotoxic T cell
2636,B cell,B cell
2637,CD14+ monocyte,CD14+ monocyte
2638,Cytotoxic T cell,Cytotoxic T cell
2639,CD14+ monocyte,CD14+ monocyte
2640,CD14+ monocyte,CD14+ monocyte
2641,B cell,B cell
2642,Cytotoxic T cell,Cytotoxic T cell
2643,CD14+ monocyte,CD14+ monocyte
2644,B cell,B cell
2645,CD14+ monocyte,CD14+ monocyte
2646,Cytotoxic T cell,Cytotoxic T cell
2647,B cell,B cell
2648,Cytotoxic T cell,Cytotoxic T cell
2649,B cell,B cell
