,pred,true
6452,CD4+ T cell,Cytotoxic T cell
6453,B cell,B cell
6454,Cytotoxic T cell,Cytotoxic T cell
6455,CD14+ monocyte,CD16+ monocyte
6456,CD14+ monocyte,CD14+ monocyte
6457,B cell,B cell
6458,Cytotoxic T cell,Cytotoxic T cell
6459,CD4+ T cell,CD4+ T cell
6460,B cell,B cell
6461,CD4+ T cell,CD4+ T cell
6462,CD4+ T cell,CD4+ T cell
6463,CD4+ T cell,CD4+ T cell
6464,CD4+ T cell,CD4+ T cell
6465,Cytotoxic T cell,Cytotoxic T cell
6466,CD4+ T cell,Cytotoxic T cell
6467,CD14+ monocyte,CD16+ monocyte
6468,CD14+ monocyte,CD14+ monocyte
6469,CD14+ monocyte,CD14+ monocyte
6470,CD4+ T cell,Cytotoxic T cell
6471,Cytotoxic T cell,Cytotoxic T cell
6472,CD4+ T cell,CD4+ T cell
6473,Cytotoxic T cell,Cytotoxic T cell
6474,CD14+ monocyte,CD14+ monocyte
6475,Natural killer cell,Natural killer cell
6476,CD14+ monocyte,CD14+ monocyte
6477,CD4+ T cell,CD4+ T cell
6478,Cytotoxic T cell,Cytotoxic T cell
6479,CD4+ T cell,Cytotoxic T cell
6480,CD4+ T cell,CD4+ T cell
6481,Cytotoxic T cell,Cytotoxic T cell
6482,B cell,B cell
6483,CD4+ T cell,Cytotoxic T cell
6484,CD4+ T cell,Cytotoxic T cell
6485,Cytotoxic T cell,Cytotoxic T cell
6486,B cell,B cell
6487,Cytotoxic T cell,Cytotoxic T cell
6488,Cytotoxic T cell,Cytotoxic T cell
6489,Cytotoxic T cell,Natural killer cell
6490,Cytotoxic T cell,Cytotoxic T cell
6491,B cell,B cell
6492,Cytotoxic T cell,Cytotoxic T cell
6493,CD4+ T cell,Cytotoxic T cell
6494,CD14+ monocyte,CD16+ monocyte
6495,B cell,B cell
6496,B cell,B cell
6497,CD4+ T cell,Cytotoxic T cell
6498,B cell,B cell
6499,Cytotoxic T cell,Natural killer cell
6500,CD4+ T cell,CD4+ T cell
6501,B cell,B cell
6502,CD4+ T cell,CD4+ T cell
6503,B cell,B cell
6504,B cell,B cell
6505,CD4+ T cell,Cytotoxic T cell
6506,CD4+ T cell,CD4+ T cell
6507,CD4+ T cell,CD4+ T cell
6508,Cytotoxic T cell,Cytotoxic T cell
6509,B cell,B cell
6510,Cytotoxic T cell,Cytotoxic T cell
6511,Cytotoxic T cell,Cytotoxic T cell
6512,CD4+ T cell,Cytotoxic T cell
6513,Cytotoxic T cell,Cytotoxic T cell
6514,Cytotoxic T cell,Cytotoxic T cell
6515,CD14+ monocyte,CD16+ monocyte
6516,CD4+ T cell,Cytotoxic T cell
6517,CD14+ monocyte,CD14+ monocyte
6518,B cell,B cell
6519,B cell,B cell
6520,CD14+ monocyte,CD14+ monocyte
6521,Cytotoxic T cell,Cytotoxic T cell
6522,CD4+ T cell,CD4+ T cell
6523,Cytotoxic T cell,Cytotoxic T cell
6524,B cell,B cell
6525,CD14+ monocyte,CD14+ monocyte
6526,Cytotoxic T cell,Cytotoxic T cell
6527,CD14+ monocyte,CD14+ monocyte
6528,CD14+ monocyte,CD14+ monocyte
6529,CD4+ T cell,CD4+ T cell
6530,Cytotoxic T cell,Cytotoxic T cell
6531,Cytotoxic T cell,Cytotoxic T cell
6532,CD4+ T cell,Cytotoxic T cell
6533,Cytotoxic T cell,Natural killer cell
6534,Cytotoxic T cell,Cytotoxic T cell
6535,CD4+ T cell,Cytotoxic T cell
6536,CD4+ T cell,CD4+ T cell
6537,CD14+ monocyte,CD16+ monocyte
6538,Cytotoxic T cell,Natural killer cell
6539,Cytotoxic T cell,Natural killer cell
6540,CD14+ monocyte,CD14+ monocyte
6541,CD4+ T cell,CD4+ T cell
6542,CD4+ T cell,CD4+ T cell
6543,CD4+ T cell,Cytotoxic T cell
6544,CD14+ monocyte,CD14+ monocyte
6545,CD4+ T cell,CD4+ T cell
6546,CD4+ T cell,Cytotoxic T cell
6547,B cell,B cell
6548,CD4+ T cell,Cytotoxic T cell
6549,B cell,B cell
6550,CD4+ T cell,CD4+ T cell
6551,Cytotoxic T cell,Cytotoxic T cell
6552,CD14+ monocyte,CD14+ monocyte
6553,CD4+ T cell,Cytotoxic T cell
6554,CD4+ T cell,CD4+ T cell
6555,CD4+ T cell,CD4+ T cell
6556,Cytotoxic T cell,Natural killer cell
6557,B cell,B cell
6558,CD4+ T cell,CD4+ T cell
6559,CD4+ T cell,CD4+ T cell
6560,CD4+ T cell,CD4+ T cell
6561,CD4+ T cell,CD4+ T cell
6562,CD4+ T cell,CD4+ T cell
6563,CD4+ T cell,Cytotoxic T cell
6564,CD4+ T cell,CD4+ T cell
6565,CD14+ monocyte,CD14+ monocyte
6566,Megakaryocyte,Megakaryocyte
6567,CD4+ T cell,Cytotoxic T cell
6568,CD4+ T cell,CD4+ T cell
6569,B cell,B cell
6570,CD4+ T cell,CD4+ T cell
6571,Cytotoxic T cell,Cytotoxic T cell
6572,B cell,B cell
6573,B cell,B cell
6574,CD4+ T cell,Cytotoxic T cell
6575,B cell,B cell
6576,Megakaryocyte,Megakaryocyte
6577,Megakaryocyte,Megakaryocyte
6578,CD14+ monocyte,CD14+ monocyte
6579,CD14+ monocyte,CD14+ monocyte
6580,Cytotoxic T cell,Cytotoxic T cell
6581,CD4+ T cell,CD4+ T cell
6582,Cytotoxic T cell,Cytotoxic T cell
6583,B cell,B cell
6584,B cell,Plasmacytoid dendritic cell
6585,CD4+ T cell,CD4+ T cell
6586,CD4+ T cell,CD4+ T cell
6587,B cell,B cell
6588,Cytotoxic T cell,Cytotoxic T cell
6589,Cytotoxic T cell,Cytotoxic T cell
6590,Cytotoxic T cell,Cytotoxic T cell
6591,Cytotoxic T cell,Cytotoxic T cell
6592,CD14+ monocyte,CD14+ monocyte
6593,CD4+ T cell,CD4+ T cell
6594,Cytotoxic T cell,Cytotoxic T cell
6595,Cytotoxic T cell,Cytotoxic T cell
6596,Cytotoxic T cell,Cytotoxic T cell
6597,CD14+ monocyte,CD14+ monocyte
6598,B cell,B cell
6599,Cytotoxic T cell,Cytotoxic T cell
6600,CD14+ monocyte,CD14+ monocyte
6601,CD4+ T cell,CD4+ T cell
6602,Cytotoxic T cell,CD4+ T cell
6603,CD4+ T cell,CD4+ T cell
6604,CD4+ T cell,CD4+ T cell
6605,CD4+ T cell,Cytotoxic T cell
6606,CD14+ monocyte,CD14+ monocyte
6607,B cell,B cell
6608,Cytotoxic T cell,CD4+ T cell
6609,Cytotoxic T cell,Cytotoxic T cell
6610,CD14+ monocyte,CD14+ monocyte
6611,Cytotoxic T cell,Natural killer cell
6612,B cell,B cell
6613,CD14+ monocyte,CD14+ monocyte
6614,CD14+ monocyte,CD14+ monocyte
6615,Cytotoxic T cell,Cytotoxic T cell
6616,CD4+ T cell,CD4+ T cell
6617,Cytotoxic T cell,Natural killer cell
6618,Cytotoxic T cell,Cytotoxic T cell
6619,B cell,B cell
6620,Cytotoxic T cell,Cytotoxic T cell
6621,B cell,B cell
6622,CD4+ T cell,CD4+ T cell
6623,CD14+ monocyte,CD14+ monocyte
6624,CD4+ T cell,CD4+ T cell
6625,Cytotoxic T cell,Cytotoxic T cell
6626,CD4+ T cell,CD4+ T cell
6627,Megakaryocyte,Megakaryocyte
6628,Cytotoxic T cell,Cytotoxic T cell
6629,CD4+ T cell,CD4+ T cell
6630,CD4+ T cell,Cytotoxic T cell
6631,Cytotoxic T cell,CD4+ T cell
6632,CD4+ T cell,Natural killer cell
6633,Cytotoxic T cell,Cytotoxic T cell
6634,CD4+ T cell,CD4+ T cell
6635,CD4+ T cell,Cytotoxic T cell
6636,CD4+ T cell,CD4+ T cell
6637,CD14+ monocyte,Dendritic cell
6638,CD4+ T cell,CD4+ T cell
6639,CD14+ monocyte,CD14+ monocyte
6640,CD4+ T cell,CD4+ T cell
6641,CD4+ T cell,CD4+ T cell
6642,CD4+ T cell,Cytotoxic T cell
6643,Cytotoxic T cell,Cytotoxic T cell
6644,Megakaryocyte,Megakaryocyte
6645,CD4+ T cell,Cytotoxic T cell
6646,CD4+ T cell,CD4+ T cell
6647,CD4+ T cell,CD4+ T cell
6648,CD4+ T cell,Cytotoxic T cell
6649,CD4+ T cell,CD4+ T cell
6650,CD14+ monocyte,CD14+ monocyte
6651,CD4+ T cell,Cytotoxic T cell
6652,Cytotoxic T cell,Natural killer cell
6653,CD14+ monocyte,Dendritic cell
6654,CD4+ T cell,CD4+ T cell
6655,CD4+ T cell,CD4+ T cell
6656,B cell,B cell
6657,Cytotoxic T cell,Cytotoxic T cell
6658,CD14+ monocyte,CD14+ monocyte
6659,Cytotoxic T cell,Cytotoxic T cell
6660,Cytotoxic T cell,Cytotoxic T cell
6661,CD14+ monocyte,CD14+ monocyte
6662,CD4+ T cell,CD4+ T cell
6663,CD14+ monocyte,CD14+ monocyte
6664,CD4+ T cell,CD4+ T cell
6665,B cell,B cell
6666,CD14+ monocyte,CD14+ monocyte
6667,CD4+ T cell,CD4+ T cell
6668,Cytotoxic T cell,Cytotoxic T cell
6669,B cell,B cell
6670,CD4+ T cell,CD4+ T cell
6671,CD4+ T cell,CD4+ T cell
6672,CD4+ T cell,CD4+ T cell
6673,Cytotoxic T cell,Cytotoxic T cell
6674,CD14+ monocyte,CD14+ monocyte
6675,B cell,Plasmacytoid dendritic cell
6676,CD4+ T cell,CD4+ T cell
6677,CD14+ monocyte,CD14+ monocyte
6678,B cell,B cell
6679,CD14+ monocyte,CD16+ monocyte
6680,CD4+ T cell,Cytotoxic T cell
6681,B cell,B cell
6682,CD14+ monocyte,Megakaryocyte
6683,CD4+ T cell,CD4+ T cell
6684,B cell,B cell
6685,Cytotoxic T cell,Cytotoxic T cell
6686,CD4+ T cell,CD4+ T cell
6687,CD14+ monocyte,CD14+ monocyte
6688,CD4+ T cell,CD4+ T cell
6689,B cell,B cell
6690,CD4+ T cell,CD4+ T cell
6691,Natural killer cell,Natural killer cell
6692,CD4+ T cell,CD4+ T cell
6693,CD4+ T cell,Cytotoxic T cell
6694,Natural killer cell,Natural killer cell
6695,CD14+ monocyte,CD16+ monocyte
6696,Cytotoxic T cell,Natural killer cell
6697,CD4+ T cell,CD4+ T cell
6698,CD4+ T cell,Cytotoxic T cell
6699,CD4+ T cell,CD4+ T cell
6700,CD4+ T cell,CD4+ T cell
6701,CD14+ monocyte,CD14+ monocyte
6702,Megakaryocyte,Megakaryocyte
6703,CD4+ T cell,CD4+ T cell
6704,CD4+ T cell,CD4+ T cell
6705,CD4+ T cell,CD4+ T cell
6706,CD14+ monocyte,CD14+ monocyte
6707,Cytotoxic T cell,Cytotoxic T cell
6708,CD14+ monocyte,CD14+ monocyte
6709,Megakaryocyte,Megakaryocyte
6710,CD14+ monocyte,CD14+ monocyte
6711,CD4+ T cell,Cytotoxic T cell
6712,B cell,B cell
6713,Cytotoxic T cell,Cytotoxic T cell
6714,CD4+ T cell,CD4+ T cell
6715,Megakaryocyte,Megakaryocyte
6716,CD4+ T cell,CD4+ T cell
6717,CD4+ T cell,CD4+ T cell
6718,CD4+ T cell,CD4+ T cell
6719,Cytotoxic T cell,Natural killer cell
6720,Cytotoxic T cell,Cytotoxic T cell
6721,CD4+ T cell,CD4+ T cell
6722,B cell,B cell
6723,CD14+ monocyte,Dendritic cell
6724,Cytotoxic T cell,Cytotoxic T cell
6725,CD4+ T cell,CD4+ T cell
6726,CD4+ T cell,Cytotoxic T cell
6727,CD4+ T cell,CD4+ T cell
6728,CD4+ T cell,CD4+ T cell
6729,CD14+ monocyte,CD14+ monocyte
6730,CD4+ T cell,CD4+ T cell
6731,B cell,B cell
6732,CD4+ T cell,CD4+ T cell
6733,CD4+ T cell,CD4+ T cell
6734,CD14+ monocyte,CD14+ monocyte
6735,Cytotoxic T cell,Cytotoxic T cell
6736,Cytotoxic T cell,Natural killer cell
6737,Megakaryocyte,Megakaryocyte
6738,Cytotoxic T cell,Cytotoxic T cell
6739,B cell,B cell
6740,CD14+ monocyte,CD14+ monocyte
6741,CD4+ T cell,CD4+ T cell
6742,CD14+ monocyte,CD14+ monocyte
6743,B cell,B cell
6744,Megakaryocyte,Megakaryocyte
6745,CD4+ T cell,CD4+ T cell
6746,CD14+ monocyte,Dendritic cell
6747,CD4+ T cell,CD4+ T cell
6748,CD14+ monocyte,CD14+ monocyte
6749,CD4+ T cell,CD4+ T cell
6750,Cytotoxic T cell,Cytotoxic T cell
6751,CD4+ T cell,Natural killer cell
6752,B cell,B cell
6753,CD4+ T cell,CD4+ T cell
6754,Cytotoxic T cell,Cytotoxic T cell
6755,CD4+ T cell,Cytotoxic T cell
6756,CD14+ monocyte,CD14+ monocyte
6757,Cytotoxic T cell,Cytotoxic T cell
6758,CD4+ T cell,CD4+ T cell
6759,CD4+ T cell,CD4+ T cell
6760,CD14+ monocyte,CD14+ monocyte
6761,CD14+ monocyte,CD14+ monocyte
6762,CD4+ T cell,CD4+ T cell
6763,CD4+ T cell,CD4+ T cell
6764,Cytotoxic T cell,Cytotoxic T cell
6765,CD14+ monocyte,CD14+ monocyte
6766,Cytotoxic T cell,Cytotoxic T cell
6767,CD14+ monocyte,Dendritic cell
6768,Cytotoxic T cell,Cytotoxic T cell
6769,Cytotoxic T cell,Cytotoxic T cell
6770,Cytotoxic T cell,Natural killer cell
6771,CD4+ T cell,CD4+ T cell
6772,CD4+ T cell,Cytotoxic T cell
6773,Cytotoxic T cell,Cytotoxic T cell
6774,CD14+ monocyte,CD14+ monocyte
6775,CD14+ monocyte,CD14+ monocyte
6776,Cytotoxic T cell,Cytotoxic T cell
6777,CD14+ monocyte,CD14+ monocyte
6778,CD14+ monocyte,CD14+ monocyte
6779,Cytotoxic T cell,Cytotoxic T cell
6780,B cell,B cell
6781,B cell,B cell
6782,CD14+ monocyte,CD16+ monocyte
6783,Cytotoxic T cell,Cytotoxic T cell
6784,CD4+ T cell,Cytotoxic T cell
6785,B cell,B cell
6786,Cytotoxic T cell,Cytotoxic T cell
6787,CD14+ monocyte,CD14+ monocyte
6788,Cytotoxic T cell,Natural killer cell
6789,CD4+ T cell,CD4+ T cell
6790,CD14+ monocyte,CD14+ monocyte
6791,CD4+ T cell,CD4+ T cell
6792,CD14+ monocyte,CD16+ monocyte
6793,CD4+ T cell,CD4+ T cell
6794,CD4+ T cell,CD4+ T cell
6795,CD4+ T cell,CD4+ T cell
6796,CD4+ T cell,Cytotoxic T cell
6797,Cytotoxic T cell,Cytotoxic T cell
6798,CD4+ T cell,CD4+ T cell
6799,CD4+ T cell,CD4+ T cell
6800,CD4+ T cell,CD4+ T cell
6801,CD4+ T cell,CD4+ T cell
6802,CD14+ monocyte,CD14+ monocyte
6803,CD4+ T cell,Cytotoxic T cell
6804,CD4+ T cell,CD4+ T cell
6805,CD14+ monocyte,CD14+ monocyte
6806,Cytotoxic T cell,Cytotoxic T cell
6807,CD4+ T cell,CD4+ T cell
6808,B cell,B cell
6809,CD14+ monocyte,CD14+ monocyte
6810,CD4+ T cell,CD4+ T cell
6811,CD4+ T cell,CD4+ T cell
6812,B cell,B cell
6813,CD14+ monocyte,CD14+ monocyte
6814,Cytotoxic T cell,CD4+ T cell
6815,CD4+ T cell,CD4+ T cell
6816,CD14+ monocyte,CD14+ monocyte
6817,CD4+ T cell,Cytotoxic T cell
6818,CD14+ monocyte,CD14+ monocyte
6819,CD14+ monocyte,CD14+ monocyte
6820,Cytotoxic T cell,Cytotoxic T cell
6821,B cell,B cell
6822,CD4+ T cell,CD4+ T cell
6823,Cytotoxic T cell,Cytotoxic T cell
6824,Cytotoxic T cell,Natural killer cell
6825,CD14+ monocyte,CD16+ monocyte
6826,CD4+ T cell,CD4+ T cell
6827,CD4+ T cell,CD4+ T cell
6828,CD4+ T cell,Cytotoxic T cell
6829,CD4+ T cell,CD4+ T cell
6830,CD14+ monocyte,CD16+ monocyte
6831,CD14+ monocyte,CD14+ monocyte
6832,CD4+ T cell,CD4+ T cell
6833,B cell,B cell
6834,Megakaryocyte,Megakaryocyte
6835,CD4+ T cell,Cytotoxic T cell
6836,CD4+ T cell,CD4+ T cell
6837,Cytotoxic T cell,Cytotoxic T cell
6838,Cytotoxic T cell,Natural killer cell
6839,Cytotoxic T cell,Cytotoxic T cell
6840,B cell,Natural killer cell
6841,Cytotoxic T cell,CD4+ T cell
6842,CD14+ monocyte,CD14+ monocyte
6843,CD4+ T cell,CD4+ T cell
6844,Cytotoxic T cell,Cytotoxic T cell
6845,Cytotoxic T cell,Cytotoxic T cell
6846,CD4+ T cell,CD4+ T cell
6847,Cytotoxic T cell,Cytotoxic T cell
6848,Cytotoxic T cell,Cytotoxic T cell
6849,B cell,B cell
6850,CD4+ T cell,Cytotoxic T cell
6851,CD4+ T cell,Cytotoxic T cell
6852,Cytotoxic T cell,Cytotoxic T cell
6853,B cell,Plasmacytoid dendritic cell
6854,Megakaryocyte,Megakaryocyte
6855,CD4+ T cell,CD4+ T cell
6856,B cell,B cell
6857,CD4+ T cell,CD4+ T cell
6858,CD4+ T cell,CD4+ T cell
6859,B cell,B cell
6860,Cytotoxic T cell,Cytotoxic T cell
6861,CD14+ monocyte,CD16+ monocyte
6862,CD4+ T cell,Cytotoxic T cell
6863,CD4+ T cell,CD4+ T cell
6864,Cytotoxic T cell,Natural killer cell
6865,CD14+ monocyte,CD14+ monocyte
6866,CD4+ T cell,CD4+ T cell
6867,Megakaryocyte,Megakaryocyte
6868,CD4+ T cell,Cytotoxic T cell
6869,Megakaryocyte,Megakaryocyte
6870,CD4+ T cell,CD4+ T cell
6871,CD4+ T cell,CD4+ T cell
6872,CD4+ T cell,Cytotoxic T cell
6873,B cell,B cell
6874,CD4+ T cell,Cytotoxic T cell
6875,CD4+ T cell,CD4+ T cell
6876,CD14+ monocyte,CD14+ monocyte
6877,B cell,B cell
6878,CD4+ T cell,CD4+ T cell
6879,Cytotoxic T cell,Cytotoxic T cell
6880,CD4+ T cell,Cytotoxic T cell
6881,CD4+ T cell,Cytotoxic T cell
6882,CD4+ T cell,Cytotoxic T cell
6883,Cytotoxic T cell,Cytotoxic T cell
6884,CD4+ T cell,Cytotoxic T cell
6885,CD14+ monocyte,CD14+ monocyte
6886,CD14+ monocyte,Dendritic cell
6887,CD4+ T cell,Cytotoxic T cell
6888,CD4+ T cell,CD4+ T cell
6889,CD4+ T cell,CD4+ T cell
6890,Cytotoxic T cell,Natural killer cell
6891,B cell,B cell
6892,Cytotoxic T cell,Cytotoxic T cell
6893,Cytotoxic T cell,Cytotoxic T cell
6894,CD4+ T cell,CD4+ T cell
6895,Cytotoxic T cell,Cytotoxic T cell
6896,CD14+ monocyte,CD16+ monocyte
6897,Cytotoxic T cell,Cytotoxic T cell
6898,CD4+ T cell,CD4+ T cell
6899,CD4+ T cell,CD4+ T cell
6900,CD4+ T cell,CD4+ T cell
6901,CD14+ monocyte,CD16+ monocyte
6902,CD4+ T cell,Cytotoxic T cell
6903,CD4+ T cell,CD4+ T cell
6904,CD14+ monocyte,CD14+ monocyte
6905,Cytotoxic T cell,Cytotoxic T cell
6906,CD14+ monocyte,Dendritic cell
6907,CD4+ T cell,CD4+ T cell
6908,Cytotoxic T cell,Cytotoxic T cell
6909,CD4+ T cell,CD4+ T cell
6910,CD4+ T cell,CD4+ T cell
6911,Cytotoxic T cell,Cytotoxic T cell
6912,CD4+ T cell,CD4+ T cell
6913,Cytotoxic T cell,Natural killer cell
6914,CD4+ T cell,CD4+ T cell
6915,Cytotoxic T cell,Cytotoxic T cell
6916,Cytotoxic T cell,Cytotoxic T cell
6917,CD4+ T cell,CD4+ T cell
6918,CD14+ monocyte,CD14+ monocyte
6919,CD4+ T cell,CD4+ T cell
6920,CD4+ T cell,CD4+ T cell
6921,CD14+ monocyte,CD14+ monocyte
6922,B cell,B cell
6923,Cytotoxic T cell,Natural killer cell
6924,B cell,B cell
6925,Cytotoxic T cell,Cytotoxic T cell
6926,B cell,B cell
6927,CD4+ T cell,CD4+ T cell
6928,CD14+ monocyte,CD14+ monocyte
6929,CD4+ T cell,Cytotoxic T cell
6930,Cytotoxic T cell,Cytotoxic T cell
6931,CD4+ T cell,CD4+ T cell
6932,CD14+ monocyte,CD14+ monocyte
6933,CD4+ T cell,Cytotoxic T cell
6934,CD4+ T cell,CD4+ T cell
6935,CD14+ monocyte,CD14+ monocyte
6936,Cytotoxic T cell,Natural killer cell
6937,CD4+ T cell,Cytotoxic T cell
6938,Cytotoxic T cell,Cytotoxic T cell
6939,B cell,B cell
6940,CD4+ T cell,CD4+ T cell
6941,CD4+ T cell,CD4+ T cell
6942,CD14+ monocyte,CD14+ monocyte
6943,Cytotoxic T cell,Natural killer cell
6944,CD4+ T cell,CD4+ T cell
6945,Cytotoxic T cell,Cytotoxic T cell
6946,Cytotoxic T cell,Natural killer cell
6947,CD4+ T cell,CD4+ T cell
6948,Megakaryocyte,Megakaryocyte
6949,CD4+ T cell,CD4+ T cell
6950,CD14+ monocyte,CD14+ monocyte
6951,Cytotoxic T cell,Cytotoxic T cell
6952,CD4+ T cell,CD4+ T cell
6953,Cytotoxic T cell,Cytotoxic T cell
6954,CD4+ T cell,CD4+ T cell
6955,CD4+ T cell,CD4+ T cell
6956,CD14+ monocyte,CD14+ monocyte
6957,CD4+ T cell,CD4+ T cell
6958,Cytotoxic T cell,Cytotoxic T cell
6959,B cell,B cell
6960,B cell,B cell
6961,B cell,B cell
6962,Cytotoxic T cell,Cytotoxic T cell
6963,Cytotoxic T cell,Cytotoxic T cell
6964,CD4+ T cell,Cytotoxic T cell
6965,CD4+ T cell,CD4+ T cell
6966,B cell,B cell
6967,Cytotoxic T cell,Cytotoxic T cell
6968,CD14+ monocyte,Dendritic cell
6969,CD14+ monocyte,CD14+ monocyte
6970,Megakaryocyte,Megakaryocyte
6971,CD14+ monocyte,CD14+ monocyte
6972,CD4+ T cell,Natural killer cell
6973,Cytotoxic T cell,Cytotoxic T cell
6974,CD14+ monocyte,CD16+ monocyte
6975,Cytotoxic T cell,Cytotoxic T cell
6976,CD4+ T cell,CD4+ T cell
6977,CD14+ monocyte,CD14+ monocyte
6978,B cell,B cell
6979,B cell,B cell
6980,Cytotoxic T cell,Cytotoxic T cell
6981,Cytotoxic T cell,Cytotoxic T cell
6982,CD14+ monocyte,CD14+ monocyte
6983,CD14+ monocyte,CD14+ monocyte
6984,Cytotoxic T cell,Cytotoxic T cell
6985,CD14+ monocyte,CD14+ monocyte
6986,B cell,B cell
6987,CD4+ T cell,Cytotoxic T cell
6988,CD4+ T cell,CD4+ T cell
6989,CD4+ T cell,Cytotoxic T cell
6990,CD4+ T cell,CD4+ T cell
6991,Cytotoxic T cell,Cytotoxic T cell
6992,Cytotoxic T cell,Cytotoxic T cell
6993,CD14+ monocyte,CD16+ monocyte
6994,CD4+ T cell,CD4+ T cell
6995,CD4+ T cell,Cytotoxic T cell
6996,Natural killer cell,Natural killer cell
6997,CD14+ monocyte,Megakaryocyte
6998,CD14+ monocyte,CD14+ monocyte
6999,CD14+ monocyte,CD14+ monocyte
7000,CD4+ T cell,CD4+ T cell
7001,Megakaryocyte,Megakaryocyte
7002,CD14+ monocyte,CD14+ monocyte
7003,CD4+ T cell,CD4+ T cell
7004,B cell,B cell
7005,B cell,B cell
7006,CD14+ monocyte,CD14+ monocyte
7007,CD4+ T cell,CD4+ T cell
7008,Cytotoxic T cell,Natural killer cell
7009,CD14+ monocyte,CD14+ monocyte
7010,B cell,B cell
7011,B cell,B cell
7012,CD4+ T cell,Cytotoxic T cell
7013,CD4+ T cell,CD4+ T cell
7014,Cytotoxic T cell,Cytotoxic T cell
7015,CD4+ T cell,Cytotoxic T cell
7016,Cytotoxic T cell,Natural killer cell
7017,Cytotoxic T cell,Cytotoxic T cell
7018,CD14+ monocyte,CD14+ monocyte
7019,Cytotoxic T cell,Cytotoxic T cell
7020,CD14+ monocyte,CD14+ monocyte
7021,CD4+ T cell,CD4+ T cell
7022,CD4+ T cell,CD4+ T cell
7023,CD4+ T cell,CD4+ T cell
7024,CD4+ T cell,Cytotoxic T cell
7025,CD4+ T cell,CD4+ T cell
7026,Cytotoxic T cell,Natural killer cell
7027,CD4+ T cell,CD4+ T cell
7028,B cell,B cell
7029,CD4+ T cell,CD4+ T cell
7030,Megakaryocyte,Megakaryocyte
7031,CD4+ T cell,Cytotoxic T cell
7032,CD4+ T cell,Cytotoxic T cell
7033,Cytotoxic T cell,Cytotoxic T cell
7034,B cell,B cell
7035,CD14+ monocyte,CD16+ monocyte
7036,Cytotoxic T cell,Natural killer cell
7037,Cytotoxic T cell,Cytotoxic T cell
7038,CD4+ T cell,CD4+ T cell
7039,CD4+ T cell,CD4+ T cell
7040,CD4+ T cell,CD4+ T cell
7041,Cytotoxic T cell,Cytotoxic T cell
7042,CD4+ T cell,Cytotoxic T cell
7043,CD4+ T cell,Cytotoxic T cell
7044,B cell,B cell
7045,CD4+ T cell,Cytotoxic T cell
7046,Cytotoxic T cell,Natural killer cell
7047,CD4+ T cell,CD4+ T cell
7048,CD4+ T cell,CD4+ T cell
7049,Cytotoxic T cell,Cytotoxic T cell
7050,Cytotoxic T cell,Natural killer cell
7051,B cell,B cell
7052,Cytotoxic T cell,Natural killer cell
7053,Megakaryocyte,Megakaryocyte
7054,CD4+ T cell,Cytotoxic T cell
7055,Cytotoxic T cell,Cytotoxic T cell
7056,CD14+ monocyte,CD16+ monocyte
7057,CD4+ T cell,CD4+ T cell
7058,Cytotoxic T cell,Cytotoxic T cell
7059,B cell,B cell
7060,CD4+ T cell,CD4+ T cell
7061,CD4+ T cell,CD4+ T cell
7062,Cytotoxic T cell,Natural killer cell
7063,CD14+ monocyte,CD14+ monocyte
7064,CD14+ monocyte,CD14+ monocyte
7065,CD4+ T cell,CD4+ T cell
7066,CD4+ T cell,CD4+ T cell
7067,B cell,B cell
7068,B cell,B cell
7069,Cytotoxic T cell,Cytotoxic T cell
7070,CD4+ T cell,CD4+ T cell
7071,CD4+ T cell,CD4+ T cell
7072,B cell,B cell
7073,CD4+ T cell,CD4+ T cell
7074,Cytotoxic T cell,Cytotoxic T cell
7075,CD4+ T cell,CD4+ T cell
7076,Cytotoxic T cell,Cytotoxic T cell
7077,CD14+ monocyte,CD14+ monocyte
7078,CD4+ T cell,Cytotoxic T cell
7079,Cytotoxic T cell,Cytotoxic T cell
7080,CD4+ T cell,CD4+ T cell
7081,CD14+ monocyte,CD14+ monocyte
7082,CD4+ T cell,CD4+ T cell
7083,B cell,B cell
7084,CD14+ monocyte,CD14+ monocyte
7085,Megakaryocyte,Megakaryocyte
7086,CD14+ monocyte,CD14+ monocyte
7087,CD4+ T cell,CD4+ T cell
7088,CD14+ monocyte,CD14+ monocyte
7089,B cell,B cell
7090,Megakaryocyte,Megakaryocyte
7091,CD4+ T cell,CD4+ T cell
7092,CD4+ T cell,CD4+ T cell
7093,Cytotoxic T cell,Cytotoxic T cell
7094,CD4+ T cell,Cytotoxic T cell
7095,Cytotoxic T cell,Cytotoxic T cell
7096,CD4+ T cell,CD4+ T cell
7097,CD4+ T cell,CD4+ T cell
7098,Cytotoxic T cell,Natural killer cell
7099,CD4+ T cell,CD4+ T cell
7100,Cytotoxic T cell,Cytotoxic T cell
7101,CD14+ monocyte,CD14+ monocyte
7102,B cell,B cell
7103,Megakaryocyte,Megakaryocyte
7104,Cytotoxic T cell,Cytotoxic T cell
7105,CD14+ monocyte,CD14+ monocyte
7106,CD14+ monocyte,CD14+ monocyte
7107,CD14+ monocyte,CD14+ monocyte
7108,Megakaryocyte,Megakaryocyte
7109,CD4+ T cell,CD4+ T cell
7110,CD14+ monocyte,Dendritic cell
7111,Cytotoxic T cell,Cytotoxic T cell
7112,CD4+ T cell,CD4+ T cell
7113,Natural killer cell,Natural killer cell
