,pred,true
1993,Cytotoxic T cell,CD4+ T cell
1994,Cytotoxic T cell,Cytotoxic T cell
1995,CD14+ monocyte,CD14+ monocyte
1996,CD14+ monocyte,CD16+ monocyte
1997,Megakaryocyte,Megakaryocyte
1998,CD4+ T cell,CD4+ T cell
1999,Cytotoxic T cell,Cytotoxic T cell
2000,Megakaryocyte,Megakaryocyte
2001,CD4+ T cell,CD4+ T cell
2002,CD4+ T cell,CD4+ T cell
2003,Cytotoxic T cell,CD4+ T cell
2004,CD4+ T cell,CD4+ T cell
2005,Cytotoxic T cell,Cytotoxic T cell
2006,CD4+ T cell,CD4+ T cell
2007,CD4+ T cell,CD4+ T cell
2008,Cytotoxic T cell,Cytotoxic T cell
2009,CD14+ monocyte,CD14+ monocyte
2010,Megakaryocyte,Megakaryocyte
2011,Cytotoxic T cell,CD4+ T cell
2012,Cytotoxic T cell,Cytotoxic T cell
2013,Cytotoxic T cell,Cytotoxic T cell
2014,CD14+ monocyte,CD14+ monocyte
2015,Cytotoxic T cell,Cytotoxic T cell
2016,CD4+ T cell,CD4+ T cell
2017,Cytotoxic T cell,Cytotoxic T cell
2018,CD4+ T cell,CD4+ T cell
2019,CD4+ T cell,B cell
2020,CD4+ T cell,CD4+ T cell
2021,Cytotoxic T cell,Cytotoxic T cell
2022,B cell,B cell
2023,CD14+ monocyte,CD16+ monocyte
2024,B cell,B cell
2025,Cytotoxic T cell,Cytotoxic T cell
2026,CD14+ monocyte,Dendritic cell
2027,Cytotoxic T cell,Cytotoxic T cell
2028,Cytotoxic T cell,Natural killer cell
2029,Cytotoxic T cell,Cytotoxic T cell
2030,B cell,B cell
2031,Cytotoxic T cell,Cytotoxic T cell
2032,Cytotoxic T cell,Natural killer cell
2033,CD14+ monocyte,CD16+ monocyte
2034,Cytotoxic T cell,Cytotoxic T cell
2035,Cytotoxic T cell,Cytotoxic T cell
2036,CD4+ T cell,CD4+ T cell
2037,B cell,B cell
2038,Cytotoxic T cell,Cytotoxic T cell
2039,Cytotoxic T cell,Cytotoxic T cell
2040,Megakaryocyte,Megakaryocyte
2041,Cytotoxic T cell,Cytotoxic T cell
2042,CD14+ monocyte,CD14+ monocyte
2043,CD4+ T cell,CD4+ T cell
2044,CD4+ T cell,CD4+ T cell
2045,Cytotoxic T cell,Cytotoxic T cell
2046,CD4+ T cell,CD4+ T cell
2047,CD14+ monocyte,CD14+ monocyte
2048,CD4+ T cell,CD4+ T cell
2049,CD14+ monocyte,CD16+ monocyte
2050,Megakaryocyte,Megakaryocyte
2051,B cell,B cell
2052,Cytotoxic T cell,Cytotoxic T cell
2053,CD4+ T cell,CD4+ T cell
2054,CD4+ T cell,CD4+ T cell
2055,CD4+ T cell,CD4+ T cell
2056,CD4+ T cell,CD4+ T cell
2057,Megakaryocyte,Megakaryocyte
2058,CD4+ T cell,CD4+ T cell
2059,B cell,B cell
2060,Megakaryocyte,Megakaryocyte
2061,CD14+ monocyte,CD14+ monocyte
2062,Cytotoxic T cell,Cytotoxic T cell
2063,Cytotoxic T cell,Cytotoxic T cell
2064,CD14+ monocyte,CD14+ monocyte
2065,CD14+ monocyte,CD14+ monocyte
2066,Cytotoxic T cell,Natural killer cell
2067,CD14+ monocyte,CD14+ monocyte
2068,CD4+ T cell,CD4+ T cell
2069,CD14+ monocyte,CD14+ monocyte
2070,B cell,B cell
2071,CD4+ T cell,CD4+ T cell
2072,CD4+ T cell,CD4+ T cell
2073,CD14+ monocyte,CD14+ monocyte
2074,Cytotoxic T cell,Cytotoxic T cell
2075,Cytotoxic T cell,Natural killer cell
2076,CD4+ T cell,Cytotoxic T cell
2077,Cytotoxic T cell,Natural killer cell
2078,CD4+ T cell,CD4+ T cell
2079,B cell,B cell
2080,Cytotoxic T cell,Cytotoxic T cell
2081,Cytotoxic T cell,Natural killer cell
2082,Megakaryocyte,Megakaryocyte
2083,Cytotoxic T cell,Natural killer cell
2084,CD14+ monocyte,CD16+ monocyte
2085,CD4+ T cell,CD4+ T cell
2086,B cell,B cell
2087,Megakaryocyte,Megakaryocyte
2088,B cell,B cell
2089,CD14+ monocyte,CD14+ monocyte
2090,CD14+ monocyte,CD14+ monocyte
2091,B cell,B cell
2092,CD4+ T cell,CD4+ T cell
2093,Cytotoxic T cell,Cytotoxic T cell
2094,Cytotoxic T cell,CD4+ T cell
2095,CD4+ T cell,CD4+ T cell
2096,Cytotoxic T cell,Cytotoxic T cell
2097,Megakaryocyte,Megakaryocyte
2098,CD4+ T cell,CD4+ T cell
2099,Cytotoxic T cell,Cytotoxic T cell
2100,Cytotoxic T cell,Cytotoxic T cell
2101,CD14+ monocyte,CD16+ monocyte
2102,Cytotoxic T cell,Cytotoxic T cell
2103,CD4+ T cell,CD4+ T cell
2104,Cytotoxic T cell,Cytotoxic T cell
2105,CD14+ monocyte,CD14+ monocyte
2106,Cytotoxic T cell,Cytotoxic T cell
2107,Cytotoxic T cell,Cytotoxic T cell
2108,CD4+ T cell,CD4+ T cell
2109,CD4+ T cell,CD4+ T cell
2110,Cytotoxic T cell,Cytotoxic T cell
2111,Cytotoxic T cell,Cytotoxic T cell
2112,Megakaryocyte,Megakaryocyte
2113,Cytotoxic T cell,Cytotoxic T cell
2114,Cytotoxic T cell,Cytotoxic T cell
2115,CD14+ monocyte,Dendritic cell
2116,CD4+ T cell,CD4+ T cell
2117,Cytotoxic T cell,Cytotoxic T cell
2118,Megakaryocyte,Megakaryocyte
2119,CD4+ T cell,CD4+ T cell
2120,Megakaryocyte,Megakaryocyte
2121,Cytotoxic T cell,Cytotoxic T cell
2122,Cytotoxic T cell,Natural killer cell
2123,CD4+ T cell,CD4+ T cell
2124,CD4+ T cell,CD4+ T cell
2125,CD4+ T cell,CD4+ T cell
2126,Cytotoxic T cell,Natural killer cell
2127,CD4+ T cell,CD4+ T cell
2128,B cell,B cell
2129,Cytotoxic T cell,Cytotoxic T cell
2130,CD14+ monocyte,CD16+ monocyte
2131,Cytotoxic T cell,Cytotoxic T cell
2132,CD4+ T cell,CD4+ T cell
2133,CD14+ monocyte,CD14+ monocyte
2134,CD14+ monocyte,CD14+ monocyte
2135,B cell,B cell
2136,CD14+ monocyte,CD14+ monocyte
2137,Cytotoxic T cell,Cytotoxic T cell
2138,B cell,B cell
2139,Cytotoxic T cell,Cytotoxic T cell
2140,Megakaryocyte,Megakaryocyte
2141,CD4+ T cell,CD4+ T cell
2142,Cytotoxic T cell,Cytotoxic T cell
2143,CD4+ T cell,CD4+ T cell
2144,Cytotoxic T cell,Cytotoxic T cell
2145,B cell,B cell
2146,CD4+ T cell,CD4+ T cell
2147,Cytotoxic T cell,Natural killer cell
2148,Cytotoxic T cell,Cytotoxic T cell
2149,Cytotoxic T cell,Cytotoxic T cell
2150,Cytotoxic T cell,Cytotoxic T cell
2151,CD14+ monocyte,CD14+ monocyte
2152,CD14+ monocyte,Dendritic cell
2153,Cytotoxic T cell,Cytotoxic T cell
2154,Cytotoxic T cell,Cytotoxic T cell
2155,CD4+ T cell,CD4+ T cell
2156,CD4+ T cell,CD4+ T cell
2157,CD4+ T cell,CD4+ T cell
2158,Cytotoxic T cell,Cytotoxic T cell
2159,CD4+ T cell,B cell
2160,Cytotoxic T cell,Cytotoxic T cell
2161,Cytotoxic T cell,Natural killer cell
2162,Cytotoxic T cell,Cytotoxic T cell
2163,CD14+ monocyte,CD16+ monocyte
2164,CD14+ monocyte,CD14+ monocyte
2165,Cytotoxic T cell,Cytotoxic T cell
2166,Cytotoxic T cell,Natural killer cell
2167,CD4+ T cell,CD4+ T cell
2168,CD4+ T cell,CD4+ T cell
2169,Cytotoxic T cell,Natural killer cell
2170,Cytotoxic T cell,Cytotoxic T cell
2171,Cytotoxic T cell,Cytotoxic T cell
2172,CD4+ T cell,CD4+ T cell
2173,B cell,B cell
2174,Cytotoxic T cell,Natural killer cell
2175,Cytotoxic T cell,Natural killer cell
2176,Cytotoxic T cell,Cytotoxic T cell
2177,Cytotoxic T cell,Cytotoxic T cell
2178,B cell,B cell
2179,CD4+ T cell,CD4+ T cell
2180,CD4+ T cell,CD4+ T cell
2181,Cytotoxic T cell,Cytotoxic T cell
2182,CD4+ T cell,CD4+ T cell
2183,CD14+ monocyte,CD14+ monocyte
2184,Cytotoxic T cell,Cytotoxic T cell
2185,Cytotoxic T cell,Natural killer cell
2186,Cytotoxic T cell,Cytotoxic T cell
2187,Cytotoxic T cell,Cytotoxic T cell
2188,CD14+ monocyte,CD14+ monocyte
2189,Megakaryocyte,Megakaryocyte
2190,CD4+ T cell,CD4+ T cell
2191,Cytotoxic T cell,Cytotoxic T cell
2192,Megakaryocyte,Megakaryocyte
2193,Megakaryocyte,Megakaryocyte
2194,CD4+ T cell,CD4+ T cell
2195,CD14+ monocyte,CD14+ monocyte
2196,Cytotoxic T cell,Cytotoxic T cell
2197,CD4+ T cell,CD4+ T cell
2198,Cytotoxic T cell,Cytotoxic T cell
2199,CD14+ monocyte,CD14+ monocyte
2200,CD14+ monocyte,CD14+ monocyte
2201,Megakaryocyte,Megakaryocyte
2202,Megakaryocyte,Megakaryocyte
2203,CD14+ monocyte,CD14+ monocyte
2204,Cytotoxic T cell,Natural killer cell
2205,Cytotoxic T cell,Cytotoxic T cell
2206,Megakaryocyte,Megakaryocyte
2207,Megakaryocyte,Megakaryocyte
2208,CD4+ T cell,CD4+ T cell
2209,Cytotoxic T cell,Cytotoxic T cell
2210,CD14+ monocyte,CD14+ monocyte
2211,Cytotoxic T cell,Natural killer cell
2212,Cytotoxic T cell,Natural killer cell
2213,CD4+ T cell,CD4+ T cell
2214,B cell,B cell
2215,Cytotoxic T cell,CD4+ T cell
2216,Megakaryocyte,Megakaryocyte
2217,Cytotoxic T cell,Cytotoxic T cell
2218,CD14+ monocyte,CD14+ monocyte
2219,CD14+ monocyte,CD14+ monocyte
2220,Cytotoxic T cell,Cytotoxic T cell
2221,Cytotoxic T cell,Cytotoxic T cell
2222,CD4+ T cell,CD4+ T cell
2223,B cell,B cell
2224,Cytotoxic T cell,Cytotoxic T cell
2225,CD4+ T cell,CD4+ T cell
2226,Megakaryocyte,Megakaryocyte
2227,Cytotoxic T cell,Cytotoxic T cell
2228,Cytotoxic T cell,Cytotoxic T cell
2229,CD4+ T cell,CD4+ T cell
2230,Megakaryocyte,Megakaryocyte
2231,CD4+ T cell,CD4+ T cell
2232,Cytotoxic T cell,Cytotoxic T cell
2233,B cell,B cell
2234,CD14+ monocyte,CD14+ monocyte
2235,Cytotoxic T cell,Cytotoxic T cell
2236,Cytotoxic T cell,Cytotoxic T cell
2237,B cell,B cell
2238,B cell,B cell
2239,CD4+ T cell,CD4+ T cell
2240,CD14+ monocyte,CD14+ monocyte
2241,CD4+ T cell,CD4+ T cell
2242,CD4+ T cell,CD4+ T cell
2243,CD4+ T cell,CD4+ T cell
2244,Cytotoxic T cell,Cytotoxic T cell
2245,Cytotoxic T cell,Cytotoxic T cell
2246,Megakaryocyte,Megakaryocyte
2247,Cytotoxic T cell,Cytotoxic T cell
2248,B cell,B cell
2249,CD4+ T cell,CD4+ T cell
2250,CD4+ T cell,CD4+ T cell
2251,Megakaryocyte,Megakaryocyte
2252,CD4+ T cell,CD4+ T cell
2253,Cytotoxic T cell,Cytotoxic T cell
2254,Cytotoxic T cell,Natural killer cell
2255,CD14+ monocyte,CD16+ monocyte
2256,CD14+ monocyte,CD16+ monocyte
2257,Cytotoxic T cell,CD4+ T cell
2258,B cell,B cell
2259,Cytotoxic T cell,Natural killer cell
2260,CD14+ monocyte,CD14+ monocyte
2261,CD4+ T cell,CD4+ T cell
2262,CD4+ T cell,CD4+ T cell
2263,Cytotoxic T cell,Cytotoxic T cell
2264,B cell,B cell
2265,CD4+ T cell,CD4+ T cell
2266,Cytotoxic T cell,Natural killer cell
2267,Cytotoxic T cell,Cytotoxic T cell
2268,Cytotoxic T cell,Cytotoxic T cell
2269,CD4+ T cell,CD4+ T cell
2270,CD14+ monocyte,CD16+ monocyte
2271,B cell,B cell
2272,CD4+ T cell,CD4+ T cell
2273,CD4+ T cell,CD4+ T cell
2274,CD4+ T cell,CD4+ T cell
2275,Megakaryocyte,Megakaryocyte
2276,Cytotoxic T cell,Cytotoxic T cell
2277,CD4+ T cell,CD4+ T cell
2278,Megakaryocyte,Megakaryocyte
2279,CD4+ T cell,CD4+ T cell
2280,Cytotoxic T cell,Cytotoxic T cell
2281,Cytotoxic T cell,Natural killer cell
2282,CD4+ T cell,CD4+ T cell
2283,Cytotoxic T cell,Natural killer cell
2284,B cell,B cell
2285,B cell,B cell
2286,Cytotoxic T cell,Cytotoxic T cell
2287,Megakaryocyte,Megakaryocyte
2288,CD14+ monocyte,CD14+ monocyte
2289,Cytotoxic T cell,Cytotoxic T cell
2290,Cytotoxic T cell,Natural killer cell
2291,Cytotoxic T cell,Cytotoxic T cell
2292,Cytotoxic T cell,Cytotoxic T cell
2293,B cell,B cell
2294,CD14+ monocyte,CD14+ monocyte
2295,Megakaryocyte,Megakaryocyte
2296,CD14+ monocyte,CD16+ monocyte
2297,CD4+ T cell,CD4+ T cell
2298,CD14+ monocyte,CD14+ monocyte
2299,CD4+ T cell,CD4+ T cell
2300,Cytotoxic T cell,CD4+ T cell
2301,Megakaryocyte,Megakaryocyte
2302,B cell,B cell
2303,CD4+ T cell,CD4+ T cell
2304,CD14+ monocyte,Dendritic cell
2305,CD4+ T cell,CD4+ T cell
2306,CD4+ T cell,CD4+ T cell
2307,Cytotoxic T cell,Natural killer cell
2308,CD4+ T cell,CD4+ T cell
2309,CD4+ T cell,CD4+ T cell
2310,Cytotoxic T cell,Cytotoxic T cell
2311,B cell,B cell
2312,B cell,B cell
2313,Cytotoxic T cell,Cytotoxic T cell
2314,Megakaryocyte,Megakaryocyte
2315,CD14+ monocyte,CD14+ monocyte
2316,Megakaryocyte,Megakaryocyte
2317,Cytotoxic T cell,Cytotoxic T cell
2318,Cytotoxic T cell,Cytotoxic T cell
2319,CD4+ T cell,CD4+ T cell
2320,Cytotoxic T cell,Cytotoxic T cell
2321,CD14+ monocyte,CD16+ monocyte
2322,CD4+ T cell,CD4+ T cell
2323,CD14+ monocyte,Dendritic cell
2324,CD4+ T cell,CD4+ T cell
2325,CD14+ monocyte,CD14+ monocyte
2326,CD14+ monocyte,CD14+ monocyte
2327,CD4+ T cell,CD4+ T cell
2328,Cytotoxic T cell,Natural killer cell
2329,Cytotoxic T cell,Cytotoxic T cell
2330,Cytotoxic T cell,Cytotoxic T cell
2331,CD4+ T cell,CD4+ T cell
2332,B cell,B cell
2333,CD14+ monocyte,CD14+ monocyte
2334,Cytotoxic T cell,Natural killer cell
2335,Cytotoxic T cell,Cytotoxic T cell
2336,Cytotoxic T cell,Cytotoxic T cell
2337,Cytotoxic T cell,Cytotoxic T cell
2338,Cytotoxic T cell,Natural killer cell
2339,Cytotoxic T cell,Cytotoxic T cell
2340,CD4+ T cell,CD4+ T cell
2341,CD4+ T cell,CD4+ T cell
2342,Megakaryocyte,Megakaryocyte
2343,CD14+ monocyte,CD14+ monocyte
2344,Cytotoxic T cell,CD4+ T cell
2345,Cytotoxic T cell,Cytotoxic T cell
2346,Cytotoxic T cell,Cytotoxic T cell
2347,Cytotoxic T cell,Cytotoxic T cell
2348,CD14+ monocyte,CD14+ monocyte
2349,CD4+ T cell,CD4+ T cell
2350,B cell,B cell
2351,CD4+ T cell,CD4+ T cell
2352,CD4+ T cell,CD4+ T cell
2353,Megakaryocyte,Megakaryocyte
2354,CD4+ T cell,CD4+ T cell
2355,Megakaryocyte,Megakaryocyte
2356,Cytotoxic T cell,Cytotoxic T cell
2357,CD14+ monocyte,CD14+ monocyte
2358,CD4+ T cell,CD4+ T cell
2359,Cytotoxic T cell,Natural killer cell
2360,CD14+ monocyte,CD14+ monocyte
2361,CD4+ T cell,CD4+ T cell
2362,CD14+ monocyte,CD14+ monocyte
2363,CD14+ monocyte,CD16+ monocyte
2364,CD4+ T cell,CD4+ T cell
2365,CD4+ T cell,CD4+ T cell
2366,Cytotoxic T cell,Natural killer cell
2367,Megakaryocyte,Megakaryocyte
2368,CD14+ monocyte,CD14+ monocyte
2369,B cell,B cell
2370,Cytotoxic T cell,Cytotoxic T cell
2371,Cytotoxic T cell,Cytotoxic T cell
2372,CD14+ monocyte,Dendritic cell
2373,Cytotoxic T cell,Cytotoxic T cell
2374,Cytotoxic T cell,Natural killer cell
2375,CD14+ monocyte,CD14+ monocyte
2376,Cytotoxic T cell,Cytotoxic T cell
2377,CD4+ T cell,CD4+ T cell
2378,Cytotoxic T cell,Cytotoxic T cell
2379,CD4+ T cell,CD4+ T cell
2380,Cytotoxic T cell,Cytotoxic T cell
2381,CD4+ T cell,CD4+ T cell
2382,CD4+ T cell,Cytotoxic T cell
2383,Megakaryocyte,Megakaryocyte
2384,Megakaryocyte,Megakaryocyte
2385,Cytotoxic T cell,Cytotoxic T cell
2386,CD14+ monocyte,CD14+ monocyte
2387,Cytotoxic T cell,Natural killer cell
2388,CD4+ T cell,CD4+ T cell
2389,CD4+ T cell,CD4+ T cell
2390,CD4+ T cell,CD4+ T cell
2391,Cytotoxic T cell,Natural killer cell
2392,CD4+ T cell,CD4+ T cell
2393,CD4+ T cell,CD4+ T cell
2394,CD14+ monocyte,Dendritic cell
2395,CD14+ monocyte,CD14+ monocyte
2396,Cytotoxic T cell,Cytotoxic T cell
2397,B cell,B cell
2398,B cell,Dendritic cell
2399,B cell,B cell
2400,Cytotoxic T cell,Cytotoxic T cell
2401,Cytotoxic T cell,Natural killer cell
2402,CD4+ T cell,CD4+ T cell
2403,CD14+ monocyte,CD14+ monocyte
2404,Cytotoxic T cell,Cytotoxic T cell
2405,Cytotoxic T cell,Cytotoxic T cell
2406,Cytotoxic T cell,Cytotoxic T cell
2407,CD4+ T cell,CD4+ T cell
2408,Cytotoxic T cell,Cytotoxic T cell
2409,CD4+ T cell,CD4+ T cell
2410,CD4+ T cell,CD4+ T cell
2411,CD4+ T cell,CD4+ T cell
2412,B cell,B cell
2413,CD4+ T cell,CD4+ T cell
2414,CD4+ T cell,CD4+ T cell
2415,Cytotoxic T cell,Cytotoxic T cell
2416,Cytotoxic T cell,Cytotoxic T cell
2417,B cell,B cell
2418,CD4+ T cell,CD4+ T cell
2419,Megakaryocyte,Megakaryocyte
2420,Cytotoxic T cell,Cytotoxic T cell
2421,CD14+ monocyte,CD14+ monocyte
2422,Cytotoxic T cell,Cytotoxic T cell
2423,Megakaryocyte,Megakaryocyte
2424,CD4+ T cell,CD4+ T cell
2425,CD4+ T cell,CD4+ T cell
2426,Megakaryocyte,Megakaryocyte
2427,Cytotoxic T cell,Natural killer cell
2428,Cytotoxic T cell,CD4+ T cell
2429,CD4+ T cell,CD4+ T cell
2430,CD4+ T cell,CD4+ T cell
2431,Megakaryocyte,Megakaryocyte
2432,Cytotoxic T cell,Cytotoxic T cell
2433,Cytotoxic T cell,Cytotoxic T cell
2434,Megakaryocyte,Megakaryocyte
2435,Cytotoxic T cell,CD4+ T cell
2436,Cytotoxic T cell,Natural killer cell
2437,CD4+ T cell,CD4+ T cell
2438,CD4+ T cell,CD4+ T cell
2439,Cytotoxic T cell,Cytotoxic T cell
2440,Cytotoxic T cell,Natural killer cell
2441,CD4+ T cell,CD4+ T cell
2442,Cytotoxic T cell,Cytotoxic T cell
2443,Cytotoxic T cell,CD4+ T cell
2444,CD4+ T cell,CD4+ T cell
2445,Cytotoxic T cell,CD4+ T cell
2446,CD14+ monocyte,CD14+ monocyte
2447,Cytotoxic T cell,CD4+ T cell
2448,Cytotoxic T cell,Cytotoxic T cell
2449,B cell,B cell
2450,CD4+ T cell,CD4+ T cell
2451,CD14+ monocyte,CD14+ monocyte
2452,Megakaryocyte,Megakaryocyte
2453,CD4+ T cell,CD4+ T cell
2454,B cell,B cell
2455,CD4+ T cell,Cytotoxic T cell
2456,B cell,B cell
2457,CD4+ T cell,CD4+ T cell
2458,B cell,B cell
2459,Megakaryocyte,Megakaryocyte
2460,Cytotoxic T cell,Natural killer cell
2461,Cytotoxic T cell,Cytotoxic T cell
2462,Cytotoxic T cell,Cytotoxic T cell
2463,Cytotoxic T cell,Natural killer cell
2464,CD4+ T cell,CD4+ T cell
2465,CD14+ monocyte,CD14+ monocyte
2466,CD14+ monocyte,Dendritic cell
2467,CD4+ T cell,CD4+ T cell
2468,CD14+ monocyte,CD14+ monocyte
2469,Megakaryocyte,Megakaryocyte
2470,Megakaryocyte,Megakaryocyte
2471,B cell,B cell
2472,CD4+ T cell,CD4+ T cell
2473,Cytotoxic T cell,CD4+ T cell
2474,Cytotoxic T cell,Cytotoxic T cell
2475,Megakaryocyte,Megakaryocyte
2476,CD4+ T cell,CD4+ T cell
2477,Cytotoxic T cell,Cytotoxic T cell
2478,Cytotoxic T cell,Cytotoxic T cell
2479,Cytotoxic T cell,Natural killer cell
2480,Megakaryocyte,Megakaryocyte
2481,CD4+ T cell,CD4+ T cell
2482,CD4+ T cell,CD4+ T cell
2483,CD14+ monocyte,CD14+ monocyte
2484,Cytotoxic T cell,Cytotoxic T cell
2485,CD4+ T cell,CD4+ T cell
2486,CD4+ T cell,CD4+ T cell
2487,CD4+ T cell,CD4+ T cell
2488,CD4+ T cell,CD4+ T cell
2489,CD4+ T cell,CD4+ T cell
2490,Cytotoxic T cell,Cytotoxic T cell
2491,CD4+ T cell,CD4+ T cell
2492,Megakaryocyte,Megakaryocyte
2493,CD14+ monocyte,CD16+ monocyte
2494,CD14+ monocyte,CD14+ monocyte
2495,B cell,B cell
2496,CD4+ T cell,CD4+ T cell
2497,Cytotoxic T cell,Cytotoxic T cell
2498,CD4+ T cell,CD4+ T cell
2499,CD4+ T cell,CD4+ T cell
2500,Megakaryocyte,Megakaryocyte
2501,CD4+ T cell,CD4+ T cell
2502,CD4+ T cell,CD4+ T cell
2503,Cytotoxic T cell,Cytotoxic T cell
2504,CD4+ T cell,CD4+ T cell
2505,Cytotoxic T cell,Cytotoxic T cell
2506,Megakaryocyte,Megakaryocyte
2507,CD4+ T cell,CD4+ T cell
2508,CD4+ T cell,CD4+ T cell
2509,B cell,B cell
2510,CD4+ T cell,CD4+ T cell
2511,B cell,B cell
2512,CD4+ T cell,CD4+ T cell
2513,Megakaryocyte,Megakaryocyte
2514,Cytotoxic T cell,Cytotoxic T cell
2515,Cytotoxic T cell,Cytotoxic T cell
2516,CD4+ T cell,CD4+ T cell
2517,Megakaryocyte,Megakaryocyte
2518,CD4+ T cell,CD4+ T cell
2519,Cytotoxic T cell,Natural killer cell
2520,Cytotoxic T cell,Cytotoxic T cell
2521,CD14+ monocyte,CD16+ monocyte
2522,Cytotoxic T cell,Cytotoxic T cell
2523,Cytotoxic T cell,Cytotoxic T cell
2524,CD4+ T cell,CD4+ T cell
2525,CD4+ T cell,CD4+ T cell
2526,B cell,B cell
2527,CD4+ T cell,CD4+ T cell
2528,CD4+ T cell,CD4+ T cell
2529,Cytotoxic T cell,Cytotoxic T cell
2530,CD4+ T cell,CD4+ T cell
2531,Cytotoxic T cell,Cytotoxic T cell
2532,CD14+ monocyte,CD16+ monocyte
2533,Megakaryocyte,Megakaryocyte
2534,CD4+ T cell,CD4+ T cell
2535,Cytotoxic T cell,Cytotoxic T cell
2536,Cytotoxic T cell,Cytotoxic T cell
2537,CD4+ T cell,CD4+ T cell
2538,B cell,B cell
2539,CD14+ monocyte,CD14+ monocyte
2540,Cytotoxic T cell,Cytotoxic T cell
2541,Cytotoxic T cell,Cytotoxic T cell
2542,CD14+ monocyte,CD16+ monocyte
2543,CD14+ monocyte,CD14+ monocyte
2544,Cytotoxic T cell,Natural killer cell
2545,Megakaryocyte,Megakaryocyte
2546,CD4+ T cell,CD4+ T cell
2547,Cytotoxic T cell,Cytotoxic T cell
2548,CD4+ T cell,CD4+ T cell
2549,Cytotoxic T cell,CD4+ T cell
2550,CD4+ T cell,CD4+ T cell
2551,Megakaryocyte,Megakaryocyte
2552,Cytotoxic T cell,Cytotoxic T cell
2553,CD4+ T cell,CD4+ T cell
2554,CD4+ T cell,CD4+ T cell
2555,CD14+ monocyte,CD14+ monocyte
2556,Cytotoxic T cell,Cytotoxic T cell
2557,CD14+ monocyte,CD14+ monocyte
2558,Cytotoxic T cell,Natural killer cell
2559,CD4+ T cell,CD4+ T cell
2560,Cytotoxic T cell,Cytotoxic T cell
2561,CD14+ monocyte,CD14+ monocyte
2562,CD4+ T cell,CD4+ T cell
2563,Cytotoxic T cell,Cytotoxic T cell
2564,CD4+ T cell,CD4+ T cell
2565,Cytotoxic T cell,CD4+ T cell
2566,CD4+ T cell,CD4+ T cell
2567,CD4+ T cell,CD4+ T cell
2568,CD4+ T cell,CD4+ T cell
2569,Cytotoxic T cell,Cytotoxic T cell
2570,Cytotoxic T cell,Natural killer cell
2571,Megakaryocyte,Megakaryocyte
2572,Megakaryocyte,Megakaryocyte
2573,Megakaryocyte,Megakaryocyte
2574,Cytotoxic T cell,Cytotoxic T cell
2575,CD4+ T cell,CD4+ T cell
2576,CD14+ monocyte,CD14+ monocyte
